Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-10-03 04:31:37,32.3182,-86.9023,1522135,20422,,,1.0,31043.801121108016,,,1.3416681174797245,84000001.0,USA,,
Alaska,US,2022-10-03 04:31:37,61.3707,-152.4044,298178,1364,,,2.0,40760.03526782358,,,0.4574448819161709,84000002.0,USA,,
American Samoa,US,2022-10-03 04:31:37,-14.271,-170.132,8247,34,,,60.0,14821.804065347496,,,0.4122711288953559,16.0,ASM,,
Arizona,US,2022-10-03 04:31:37,33.7298,-111.4312,2271560,31370,,,4.0,31208.247277645223,,,1.380989276092201,84000004.0,USA,,
Arkansas,US,2022-10-03 04:31:37,34.9697,-92.3731,952004,12181,,,5.0,31546.25018722223,,,1.279511430624241,84000005.0,USA,,
California,US,2022-10-03 04:31:37,36.1162,-119.6816,11270027,95863,,,6.0,28514.27265937429,,,0.8517636562437565,84000006.0,USA,,
Colorado,US,2022-10-03 04:31:37,39.0598,-105.3111,1654798,13316,,,8.0,28735.437776623203,,,0.8046903609987442,84000008.0,USA,,
Connecticut,US,2022-10-03 04:31:37,41.5978,-72.7554,898073,11365,,,9.0,25189.360632117416,,,1.2654873267540612,84000009.0,USA,,
Delaware,US,2022-10-03 04:31:37,39.3185,-75.5071,308713,3111,,,10.0,31703.06152209365,,,1.0077321006889894,84000010.0,USA,,
Diamond Princess,US,2022-10-03 04:31:37,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-10-03 04:31:37,38.8974,-77.0268,168514,1392,,,11.0,23877.327491785323,,,0.8260441268974684,84000011.0,USA,,
Florida,US,2022-10-03 04:31:37,27.7663,-81.6868,7150188,81416,,,12.0,33291.16098218355,,,1.138655375215309,84000012.0,USA,,
Georgia,US,2022-10-03 04:31:37,33.0406,-83.6431,2905400,40281,,,13.0,27364.455574577747,,,1.3864183933365457,84000013.0,USA,,
Grand Princess,US,2022-10-03 04:31:37,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-10-03 04:31:37,13.4443,144.7937,58577,401,,,66.0,35667.87838932223,,,0.6845690287996995,316.0,GUM,,
Hawaii,US,2022-10-03 04:31:37,21.0943,-157.4983,355959,1686,,,15.0,25140.620056050266,,,0.4736500552029868,84000015.0,USA,,
Idaho,US,2022-10-03 04:31:37,44.2405,-114.4788,495873,5176,,,16.0,27747.89948882665,,,1.0438156544115127,84000016.0,USA,,
Illinois,US,2022-10-03 04:31:37,40.3495,-88.9861,3762220,39698,,,17.0,29689.655496238465,,,1.0551748701564505,84000017.0,USA,,
Indiana,US,2022-10-03 04:31:37,39.8494,-86.2583,1921993,24708,,,18.0,28549.175242219542,,,1.2855405820936914,84000018.0,USA,,
Iowa,US,2022-10-03 04:31:37,42.0115,-93.2105,856096,10077,,,19.0,27133.97800999661,,,1.1770876163420925,84000019.0,USA,,
Kansas,US,2022-10-03 04:31:37,38.5266,-96.7265,878782,9555,,,20.0,30171.85926405461,,,1.0870294800574742,84000020.0,USA,,
Kentucky,US,2022-10-03 04:31:37,37.6681,-84.6701,1582021,17004,,,21.0,35410.40268614108,,,1.0748277045627082,84000021.0,USA,,
Louisiana,US,2022-10-03 04:31:37,31.1695,-91.8678,1455290,18066,,,22.0,31304.67815953987,,,1.2414020573219084,84000022.0,USA,,
Maine,US,2022-10-03 04:31:37,44.6939,-69.3819,290053,2582,,,23.0,21577.920744644445,,,0.8901821391262976,84000023.0,USA,,
Maryland,US,2022-10-03 04:31:37,39.0639,-76.8021,1250032,15399,,,24.0,20676.449960963862,,,1.2318884636553304,84000024.0,USA,,
Massachusetts,US,2022-10-03 04:31:37,42.2302,-71.5301,2050942,21706,,,25.0,29756.127781155843,,,1.058342946802006,84000025.0,USA,,
Michigan,US,2022-10-03 04:31:37,43.3266,-84.5361,2836167,38624,,,26.0,28398.994798864147,,,1.3618380017819824,84000026.0,USA,,
Minnesota,US,2022-10-03 04:31:37,45.6945,-93.9002,1664797,13651,,,27.0,29519.60340674711,,,0.8199798533995436,84000027.0,USA,,
Mississippi,US,2022-10-03 04:31:37,32.7416,-89.6787,927465,12912,,,28.0,31163.258291167545,,,1.3921819152205204,84000028.0,USA,,
Missouri,US,2022-10-03 04:31:37,38.4561,-92.2884,1658363,21700,,,29.0,27019.95037660727,,,1.3085453438097363,84000029.0,USA,,
Montana,US,2022-10-03 04:31:37,46.9219,-110.4544,310731,3520,,,30.0,29073.483922760388,,,1.1328126257116284,84000030.0,USA,,
Nebraska,US,2022-10-03 04:31:37,41.1254,-98.2681,537466,4542,,,31.0,27784.521155826485,,,0.8450767118292134,84000031.0,USA,,
