Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2022-01-25 04:31:47,32.3182,-86.9023,1153149,16826,,,1.0,23518.36612324438,,,1.459134942665692,84000001.0,USA,,,2022-01-24,,
Alaska,US,2022-01-25 04:31:47,61.3707,-152.4044,201016,1072,,,2.0,27478.28226561592,3741734.0,,0.5332908823178254,84000002.0,USA,511483.7774846387,,2022-01-24,,
American Samoa,US,2022-01-25 04:31:47,-14.271,-170.132,18,0,,,60.0,32.350245322693695,2140.0,,0.0,16.0,ASM,3846.084721698028,,2022-01-24,,
Arizona,US,2022-01-25 04:31:47,33.7298,-111.4312,1767302,25624,,,4.0,24280.405461566923,17012562.0,,1.4498936797446051,84000004.0,USA,233730.23020403183,,2022-01-24,,
Arkansas,US,2022-01-25 04:31:47,34.9697,-92.3731,741881,9532,,,5.0,24583.47195510377,4752086.0,,1.2848421781929986,84000005.0,USA,157468.34453132143,,2022-01-24,,
California,US,2022-01-25 04:31:47,36.1162,-119.6816,7971108,78720,,,6.0,20168.77916486754,131160392.0,,0.988790123091182,84000006.0,USA,331948.9060385188,,2022-01-24,,
Colorado,US,2022-01-25 04:31:47,39.0598,-105.3111,1333322,11857,,,8.0,20978.075744399463,15470441.0,,0.8978769477315922,84000008.0,USA,268642.9973521967,,2022-01-24,,
Connecticut,US,2022-01-25 04:31:47,41.5978,-72.7554,683731,9774,,,9.0,19177.4463037618,12580393.0,,1.429509558583712,84000009.0,USA,352857.7923740782,,2022-01-24,,
Delaware,US,2022-01-25 04:31:47,39.3185,-75.5071,241367,2480,,,10.0,24787.012048093788,2985559.0,,1.0274809729581924,84000010.0,USA,3.0659985376333486e-05,,2022-01-24,,
Diamond Princess,US,2022-01-25 04:31:47,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2022-01-24,,
District of Columbia,US,2022-01-25 04:31:47,38.8974,-77.0268,128550,1275,,,11.0,18214.691058719178,2834902.0,,0.9918319719953326,84000011.0,USA,401687.0020361347,,2022-01-24,,
Florida,US,2022-01-25 04:31:47,27.7663,-81.6868,5347828,63763,,,12.0,24899.40164552718,50746793.0,,1.1923158336431163,84000012.0,USA,236276.2566652157,,2022-01-24,,
Georgia,US,2022-01-25 04:31:47,33.0406,-83.6431,2272461,32389,,,13.0,21403.131437826298,15373649.0,,1.425282986154658,84000013.0,USA,144796.42564867198,,2022-01-24,,
Grand Princess,US,2022-01-25 04:31:47,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2022-01-24,,
Guam,US,2022-01-25 04:31:47,13.4443,144.7937,27869,280,,,66.0,16969.597330556724,303554.0,,1.0047005633499588,316.0,GUM,184835.8085356423,,2022-01-24,,
Hawaii,US,2022-01-25 04:31:47,21.0943,-157.4983,204933,1146,,,15.0,14473.977873706095,3329676.0,,0.5592071555093616,84000015.0,USA,235167.8682818786,,2022-01-24,,
Idaho,US,2022-01-25 04:31:47,44.2405,-114.4788,361059,4331,,,16.0,20204.02167800276,1145519.0,,1.199526947119446,84000016.0,USA,64100.578322556816,,2022-01-24,,
Illinois,US,2022-01-25 04:31:47,40.3495,-88.9861,2837976,33756,,,17.0,22395.05277102636,49488107.0,,1.1483296750616043,84000017.0,USA,390536.66398854594,,2022-01-24,,
Indiana,US,2022-01-25 04:31:47,39.8494,-86.2583,1560117,20796,,,18.0,23173.88961945533,17975998.0,,1.3329769498056876,84000018.0,USA,2.670144568974955e-05,,2022-01-24,,
Iowa,US,2022-01-25 04:31:47,42.0115,-93.2105,682363,8317,,,19.0,21627.50747210046,1881638.0,,1.2188527220848726,84000019.0,USA,59638.55001632294,,2022-01-24,,
Kansas,US,2022-01-25 04:31:47,38.5266,-96.7265,694251,7338,,,20.0,23854.96379724259,2160666.0,,1.0558729153776425,84000020.0,USA,74165.22901410559,,2022-01-24,,
Kentucky,US,2022-01-25 04:31:47,37.6681,-84.6701,1085051,12763,,,21.0,24286.714806567088,8833003.0,,1.1762580745052538,84000021.0,USA,197709.2549074205,,2022-01-24,,
Louisiana,US,2022-01-25 04:31:47,31.1695,-91.8678,1076385,15374,,,22.0,23154.069636124983,11741324.0,,1.42829935385573,84000022.0,USA,252567.09589626905,,2022-01-24,,
Maine,US,2022-01-25 04:31:47,44.6939,-69.3819,166899,1698,,,23.0,12416.121861730144,3651800.0,,1.0173817698128809,84000023.0,USA,271668.4570588568,,2022-01-24,,
Maryland,US,2022-01-25 04:31:47,39.0639,-76.8021,959426,13158,,,24.0,15869.61268211351,17646081.0,,1.3714450098287934,84000024.0,USA,2.918791765359728e-05,,2022-01-24,,
Massachusetts,US,2022-01-25 04:31:47,42.2302,-71.5301,1563019,17900,,,25.0,22677.08842491617,38293426.0,,1.3764388020874987,84000025.0,USA,5.555808390652859e-05,,2022-01-24,,
