Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-09-03 04:30:31,32.3182,-86.9023,128240,2217,51154.0,74869.0,1.0,2615.4428193103054,,,,84000001.0,USA,,,2020-09-02,1518814.0,1.7287897691827825
Alaska,US,2020-09-03 04:30:31,61.3707,-152.4044,5410,39,2281.0,3090.0,2.0,739.5307192312162,,,,84000002.0,USA,51518.908611226914,,2020-09-02,376884.0,0.7208872458410351
American Samoa,US,2020-09-03 04:30:31,-14.271,-170.132,0,0,,,60.0,0.0,,,,16.0,ASM,2721.015078808792,,2020-09-02,1514.0,
Arizona,US,2020-09-03 04:30:31,33.7298,-111.4312,202861,5065,31021.0,166775.0,4.0,2787.04337591364,,,,84000004.0,USA,16677.76065479672,,2020-09-02,1794201.0,2.4967835118628026
Arkansas,US,2020-09-03 04:30:31,34.9697,-92.3731,62112,841,56261.0,5010.0,5.0,2058.18535597408,,,,84000005.0,USA,24436.6101973488,,2020-09-02,737449.0,1.354005667181865
California,US,2020-09-03 04:30:31,36.1162,-119.6816,723158,13163,,,6.0,1830.1804988294384,,,,84000006.0,USA,29308.32314851028,,2020-09-02,11580370.0,1.80890416168265
Colorado,US,2020-09-03 04:30:31,39.0598,-105.3111,61666,1976,5979.0,50088.0,8.0,1007.4953948227528,,,,84000008.0,USA,17619.178930932067,,2020-09-02,1014642.0,3.364415105396508
Connecticut,US,2020-09-03 04:30:31,41.5978,-72.7554,53108,4467,8967.0,39674.0,9.0,1489.585550896744,,,,84000009.0,USA,33769.483354355485,,2020-09-02,1203979.0,8.411162160126535
Delaware,US,2020-09-03 04:30:31,39.3185,-75.5071,17549,622,9467.0,7460.0,10.0,1802.1820482170217,360123.0,,,84000010.0,USA,3.698257483332717e-06,,2020-09-02,240530.0,3.5443615020798904
Diamond Princess,US,2020-09-03 04:30:31,,,49,0,,,88888.0,,,,,84088888.0,USA,,,2020-09-02,,0.0
District of Columbia,US,2020-09-03 04:30:31,38.8974,-77.0268,14077,608,11211.0,2258.0,11.0,1994.6184833418115,,,,84000011.0,USA,41770.799533545214,,2020-09-02,294797.0,4.319102081409391
Florida,US,2020-09-03 04:30:31,27.7663,-81.6868,633442,11501,,,12.0,2949.2958219946545,,,,84000012.0,USA,38267.99816014136,,2020-09-02,8219100.0,1.8156358435342144
