Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2023-01-14 04:31:13,32.3182,-86.9023,1596149,20820,,,1.0,32553.309736426425,,,1.3043895024837906,84000001.0,USA,,
Alaska,US,2023-01-14 04:31:13,61.3707,-152.4044,302272,1455,,,2.0,41319.67274740447,,,0.4813545416049121,84000002.0,USA,,
American Samoa,US,2023-01-14 04:31:13,-14.271,-170.132,8309,34,,,60.0,14933.232688125663,,,0.4091948489589602,16.0,ASM,,
Arizona,US,2023-01-14 04:31:13,33.7298,-111.4312,2391895,32503,,,4.0,32861.49193601015,,,1.3588807200984994,84000004.0,USA,,
Arkansas,US,2023-01-14 04:31:13,34.9697,-92.3731,991361,12750,,,5.0,32850.41043089611,,,1.286110710427382,84000005.0,USA,,
California,US,2023-01-14 04:31:13,36.1162,-119.6816,11934565,99218,,,6.0,30192.37110501224,,,0.8324701498623978,84000006.0,USA,,
Colorado,US,2023-01-14 04:31:13,39.0598,-105.3111,1741972,13940,,,8.0,30249.20746497148,,,0.8002424838057098,84000008.0,USA,,
Connecticut,US,2023-01-14 04:31:13,41.5978,-72.7554,958408,11863,,,9.0,26881.650761916226,,,1.2377818215206884,84000009.0,USA,,
Delaware,US,2023-01-14 04:31:13,39.3185,-75.5071,324137,3220,,,10.0,33287.018209751026,,,0.9934071087225465,84000010.0,USA,,
Diamond Princess,US,2023-01-14 04:31:13,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2023-01-14 04:31:13,38.8974,-77.0268,175014,1415,,,11.0,24798.334818752843,,,0.8085067480315861,84000011.0,USA,,
Florida,US,2023-01-14 04:31:13,27.7663,-81.6868,7393712,84176,,,12.0,34425.00483174741,,,1.1384809145933734,84000012.0,USA,,
Georgia,US,2023-01-14 04:31:13,33.0406,-83.6431,3011842,41648,,,13.0,28366.97756131596,,,1.3828082615223507,84000013.0,USA,,
Grand Princess,US,2023-01-14 04:31:13,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2023-01-14 04:31:13,13.4443,144.7937,60442,415,,,66.0,36803.48781274927,,,0.6866086496145065,316.0,GUM,,
Hawaii,US,2023-01-14 04:31:13,21.0943,-157.4983,374857,1770,,,15.0,26475.345228947248,,,0.4721800579954489,84000015.0,USA,,
Idaho,US,2023-01-14 04:31:13,44.2405,-114.4788,513667,5339,,,16.0,28743.61033314401,,,1.0393893319991356,84000016.0,USA,,
Illinois,US,2023-01-14 04:31:13,40.3495,-88.9861,3981275,40747,,,17.0,31418.33363965605,,,1.0234661006838262,84000017.0,USA,,
Indiana,US,2023-01-14 04:31:13,39.8494,-86.2583,2017978,25722,,,18.0,29974.93099971941,,,1.2746422408965807,84000018.0,USA,,
Iowa,US,2023-01-14 04:31:13,42.0115,-93.2105,890871,10509,,,19.0,28236.172256083068,,,1.1796320679424968,84000019.0,USA,,
Kansas,US,2023-01-14 04:31:13,38.5266,-96.7265,922249,9834,,,20.0,31656.3542412524,,,1.0663063879711443,84000020.0,USA,,
Kentucky,US,2023-01-14 04:31:13,37.6681,-84.6701,1675363,17734,,,21.0,37499.678244132905,,,1.0585168706722066,84000021.0,USA,,
Louisiana,US,2023-01-14 04:31:13,31.1695,-91.8678,1528052,18436,,,22.0,32869.85829012858,,,1.206503443600087,84000022.0,USA,,
Maine,US,2023-01-14 04:31:13,44.6939,-69.3819,309010,2841,,,23.0,22988.189362987385,,,0.9193877220801916,84000023.0,USA,,
Maryland,US,2023-01-14 04:31:13,39.0639,-76.8021,1333095,16103,,,24.0,22050.373159016024,,,1.2079409194393498,84000024.0,USA,,
Massachusetts,US,2023-01-14 04:31:13,42.2302,-71.5301,2178027,23259,,,25.0,31599.942720373136,,,1.0678930977439671,84000025.0,USA,,
Michigan,US,2023-01-14 04:31:13,43.3266,-84.5361,3008317,41001,,,26.0,30122.76034392001,,,1.3629215272193722,84000026.0,USA,,
Minnesota,US,2023-01-14 04:31:13,45.6945,-93.9002,1745105,14421,,,27.0,30943.59702902601,,,0.8263686139229445,84000027.0,USA,,
Mississippi,US,2023-01-14 04:31:13,32.7416,-89.6787,960923,13112,,,28.0,32287.462758081,,,1.3645214028595425,84000028.0,USA,,
Missouri,US,2023-01-14 04:31:13,38.4561,-92.2884,1744978,22421,,,29.0,28431.746979353567,,,1.2848872593236131,84000029.0,USA,,
Montana,US,2023-01-14 04:31:13,46.9219,-110.4544,324726,3630,,,30.0,30382.923301190705,,,1.1178655235490844,84000030.0,USA,,
Nebraska,US,2023-01-14 04:31:13,41.1254,-98.2681,558003,4730,,,31.0,28846.189635278595,,,0.8476656935536189,84000031.0,USA,,
Nevada,US,2023-01-14 04:31:13,38.3135,-117.0554,880235,11823,,,32.0,28577.61100411797,,,1.3431640414207568,84000032.0,USA,,
New Hampshire,US,2023-01-14 04:31:13,43.4525,-71.5639,370924,2899,,,33.0,27279.98817395756,,,0.7815511863456349,84000033.0,USA,,
New Jersey,US,2023-01-14 04:31:13,40.2989,-74.521,2967500,35670,,,34.0,33409.553274586564,,,1.202021903959562,84000034.0,USA,,
New Mexico,US,2023-01-14 04:31:13,34.8405,-106.2485,662301,8891,,,35.0,31585.83747172516,,,1.3424409747229733,84000035.0,USA,,
New York,US,2023-01-14 04:31:13,42.1657,-74.9481,6646512,75751,,,36.0,34166.04291625579,,,1.139710573004307,84000036.0,USA,,
North Carolina,US,2023-01-14 04:31:13,35.6301,-79.8064,3382420,27908,,,37.0,32250.12309207287,,,0.8250897286558144,84000037.0,USA,,
North Dakota,US,2023-01-14 04:31:13,47.5289,-99.784,281891,2428,,,38.0,36966.02113738777,,,0.8618975946383438,84000038.0,USA,,
Northern Mariana Islands,US,2023-01-14 04:31:13,15.0979,145.6739,13430,41,,,69.0,24354.417525025387,,,0.3052866716306776,580.0,MNP,,
Ohio,US,2023-01-14 04:31:13,40.3888,-82.7649,3331651,41455,,,39.0,28502.20290698172,,,1.2347932001281046,84000039.0,USA,,
Oklahoma,US,2023-01-14 04:31:13,35.5653,-96.9289,1261310,17502,,,40.0,31875.644274370472,,,1.387604950408702,84000040.0,USA,,
