Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2023-02-16 04:31:28,32.3182,-86.9023,1633743,20899,,,1.0,33320.03585424576,,,1.2792097655506405,84000001.0,USA,,
Alaska,US,2023-02-16 04:31:28,61.3707,-152.4044,305846,1473,,,2.0,41808.22779186516,,,0.481614930389804,84000002.0,USA,,
American Samoa,US,2023-02-16 04:31:28,-14.271,-170.132,8320,34,,,60.0,14953.002282489531,,,0.4086538461538461,16.0,ASM,,
Arizona,US,2023-02-16 04:31:28,33.7298,-111.4312,2404386,32936,,,4.0,33033.10185022993,,,1.3698299690648672,84000004.0,USA,,
Arkansas,US,2023-02-16 04:31:28,34.9697,-92.3731,1000333,12936,,,5.0,33147.71270765099,,,1.2931693745982589,84000005.0,USA,,
California,US,2023-02-16 04:31:28,36.1162,-119.6816,12049792,100224,,,6.0,30451.101169377383,,,0.8337331729708349,84000006.0,USA,,
Colorado,US,2023-02-16 04:31:28,39.0598,-105.3111,1754830,14105,,,8.0,30472.485628790764,,,0.8037815628864334,84000008.0,USA,,
Connecticut,US,2023-02-16 04:31:28,41.5978,-72.7554,972133,12061,,,9.0,27266.612757963103,,,1.2406738584123778,84000009.0,USA,,
Delaware,US,2023-02-16 04:31:28,39.3185,-75.5071,327873,3288,,,10.0,33670.68406718671,,,1.002827314234475,84000010.0,USA,,
Diamond Princess,US,2023-02-16 04:31:28,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2023-02-16 04:31:28,38.8974,-77.0268,176845,1425,,,11.0,25057.775498087845,,,0.8057903814074472,84000011.0,USA,,
Florida,US,2023-02-16 04:31:28,27.7663,-81.6868,7483857,85710,,,12.0,34844.71851014844,,,1.1452650685335115,84000012.0,USA,,
Georgia,US,2023-02-16 04:31:28,33.0406,-83.6431,3049248,42245,,,13.0,28719.285272895315,,,1.3854235536105952,84000013.0,USA,,
Grand Princess,US,2023-02-16 04:31:28,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2023-02-16 04:31:28,13.4443,144.7937,60920,418,,,66.0,37094.54481242655,,,0.6861457649376231,316.0,GUM,,
Hawaii,US,2023-02-16 04:31:28,21.0943,-157.4983,379100,1822,,,15.0,26775.01921077612,,,0.4806119757319968,84000015.0,USA,,
Idaho,US,2023-02-16 04:31:28,44.2405,-114.4788,517540,5389,,,16.0,28960.334403057528,,,1.0412721721992504,84000016.0,USA,,
Illinois,US,2023-02-16 04:31:28,40.3495,-88.9861,4040139,41261,,,17.0,31882.860403410054,,,1.0212767432011622,84000017.0,USA,,
Indiana,US,2023-02-16 04:31:28,39.8494,-86.2583,2038725,25998,,,18.0,30283.10576349344,,,1.2752087701872494,84000018.0,USA,,
Iowa,US,2023-02-16 04:31:28,42.0115,-93.2105,898762,10653,,,19.0,28486.27764201745,,,1.1852971086895083,84000019.0,USA,,
Kansas,US,2023-02-16 04:31:28,38.5266,-96.7265,932517,10029,,,20.0,32008.80509275691,,,1.0754763720125209,84000020.0,USA,,
Kentucky,US,2023-02-16 04:31:28,37.6681,-84.6701,1704713,18000,,,21.0,38156.61978842229,,,1.0558962124416251,84000021.0,USA,,
Louisiana,US,2023-02-16 04:31:28,31.1695,-91.8678,1560627,18666,,,22.0,33570.57765949621,,,1.1960577383320934,84000022.0,USA,,
Maine,US,2023-02-16 04:31:28,44.6939,-69.3819,314118,2908,,,23.0,23368.18894638643,,,0.9257667500748128,84000023.0,USA,,
Maryland,US,2023-02-16 04:31:28,39.0639,-76.8021,1355614,16394,,,24.0,22422.854004843128,,,1.2093413021700867,84000024.0,USA,,
Massachusetts,US,2023-02-16 04:31:28,42.2302,-71.5301,2206312,23901,,,25.0,32010.316136242523,,,1.0833010018528657,84000025.0,USA,,
Michigan,US,2023-02-16 04:31:28,43.3266,-84.5361,3043192,41868,,,26.0,30471.969309263164,,,1.3757922602320196,84000026.0,USA,,
Minnesota,US,2023-02-16 04:31:28,45.6945,-93.9002,1761893,14682,,,27.0,31241.27602652088,,,0.8333082655984217,84000027.0,USA,,
Mississippi,US,2023-02-16 04:31:28,32.7416,-89.6787,984614,13296,,,28.0,33083.491451536865,,,1.3503768989675142,84000028.0,USA,,
Missouri,US,2023-02-16 04:31:28,38.4561,-92.2884,1765524,22710,,,29.0,28766.512617337423,,,1.2863036696187646,84000029.0,USA,,
Montana,US,2023-02-16 04:31:28,46.9219,-110.4544,327175,3645,,,30.0,30612.06349681599,,,1.1140826774661878,84000030.0,USA,,
Nebraska,US,2023-02-16 04:31:28,41.1254,-98.2681,561712,4790,,,31.0,29037.92788284581,,,0.8527501637850001,84000031.0,USA,,
Nevada,US,2023-02-16 04:31:28,38.3135,-117.0554,886694,11903,,,32.0,28787.30817530021,,,1.3424022266982747,84000032.0,USA,,
New Hampshire,US,2023-02-16 04:31:28,43.4525,-71.5639,375613,2972,,,33.0,27624.84086691952,,,0.7912293873030579,84000033.0,USA,,
New Jersey,US,2023-02-16 04:31:28,40.2989,-74.521,3028051,35897,,,34.0,34091.265780173584,,,1.1854820146688414,84000034.0,USA,,
New Mexico,US,2023-02-16 04:31:28,34.8405,-106.2485,667148,9007,,,35.0,31816.9960449803,,,1.3500752456726244,84000035.0,USA,,
New York,US,2023-02-16 04:31:28,42.1657,-74.9481,6754579,76904,,,36.0,34721.55560619467,,,1.138546162536555,84000036.0,USA,,
North Carolina,US,2023-02-16 04:31:28,35.6301,-79.8064,3449973,28294,,,37.0,32894.215950215505,,,0.8201223603778928,84000037.0,USA,,
North Dakota,US,2023-02-16 04:31:28,47.5289,-99.784,285296,2458,,,38.0,37349.585729245126,,,0.8635863779613319,84000038.0,USA,,
Northern Mariana Islands,US,2023-02-16 04:31:28,15.0979,145.6739,13582,41,,,69.0,24630.059480632524,,,0.301870122220586,580.0,MNP,,
Ohio,US,2023-02-16 04:31:28,40.3888,-82.7649,3364860,41733,,,39.0,28786.3051903055,,,1.2343752786148607,84000039.0,USA,,
Oklahoma,US,2023-02-16 04:31:28,35.5653,-96.9289,1278295,17767,,,40.0,32304.886742915223,,,1.3898982629205308,84000040.0,USA,,
Oregon,US,2023-02-16 04:31:28,44.572,-122.0709,956770,9296,,,41.0,22684.43954660995,,,0.9716023704756628,84000041.0,USA,,
Pennsylvania,US,2023-02-16 04:31:28,40.5908,-77.2098,3501712,50055,,,42.0,27352.87461971729,,,1.429443654989331,84000042.0,USA,,
Puerto Rico,US,2023-02-16 04:31:28,18.2208,-66.5901,1092831,5762,,,72.0,34218.4003852592,,,0.5272544428186975,630.0,PRI,,
Rhode Island,US,2023-02-16 04:31:28,41.6809,-71.5118,457162,3841,,,44.0,43154.5054046732,,,0.8401835673131187,84000044.0,USA,,
South Carolina,US,2023-02-16 04:31:28,33.8569,-80.945,1823413,19393,,,45.0,35414.92108514864,,,1.0635549927526018,84000045.0,USA,,
South Dakota,US,2023-02-16 04:31:28,44.2998,-99.4388,276655,3167,,,46.0,31272.5016079642,,,1.144747067647431,84000046.0,USA,,
Tennessee,US,2023-02-16 04:31:28,35.7478,-86.6923,2500690,29124,,,47.0,36549.54464478428,,,1.1663712644709685,84000047.0,USA,,
Texas,US,2023-02-16 04:31:28,31.0545,-97.5635,8416861,93040,,,48.0,29027.781566630103,,,1.1054002198681907,84000048.0,USA,,
Utah,US,2023-02-16 04:31:28,40.15,-111.8624,1083959,5270,,,49.0,33810.76732758196,,,0.486180750378935,84000049.0,USA,,
Vermont,US,2023-02-16 04:31:28,44.0459,-72.7107,151477,910,,,50.0,24275.588191458504,,,0.6007512691695769,84000050.0,USA,,
Virgin Islands,US,2023-02-16 04:31:28,18.3358,-64.8963,24690,130,,,78.0,23017.11600850207,,,0.5265289590927501,850.0,VIR,,
Virginia,US,2023-02-16 04:31:28,37.7693,-78.17,2276356,23599,,,51.0,26669.21601369524,,,1.0367007620952082,84000051.0,USA,,
Washington,US,2023-02-16 04:31:28,47.4009,-121.4905,1920195,15568,,,53.0,25151.84389327598,,,0.8098007294994064,84000053.0,USA,,
West Virginia,US,2023-02-16 04:31:28,38.4912,-80.9545,638456,7606,,,54.0,35625.20262009757,,,1.19131153908805,84000054.0,USA,,
Wisconsin,US,2023-02-16 04:31:28,44.2685,-89.6165,1992853,16239,,,55.0,34227.146241589,,,0.8148619090319256,84000055.0,USA,,
Wyoming,US,2023-02-16 04:31:28,42.756,-107.3025,184505,1996,,,56.0,31879.41785786485,,,1.081813500989133,84000056.0,USA,,
