Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-10-12 04:32:35,32.3182,-86.9023,1525724,20473,,,1.0,31116.99844080939,,,1.34185475223566,84000001.0,USA,,
Alaska,US,2022-10-12 04:32:35,61.3707,-152.4044,298869,1393,,,2.0,40854.49288833906,,,0.4660904944975892,84000002.0,USA,,
American Samoa,US,2022-10-12 04:32:35,-14.271,-170.132,8250,34,,,60.0,14827.195772901276,,,0.4121212121212121,16.0,ASM,,
Arizona,US,2022-10-12 04:32:35,33.7298,-111.4312,2275235,31406,,,4.0,31258.73694498632,,,1.3803409318158344,84000004.0,USA,,
Arkansas,US,2022-10-12 04:32:35,34.9697,-92.3731,954552,12321,,,5.0,31630.682443260062,,,1.2907625776280391,84000005.0,USA,,
California,US,2022-10-12 04:32:35,36.1162,-119.6816,11314245,96151,,,6.0,28598.600994937693,,,0.8517742080645894,84000006.0,USA,,
Colorado,US,2022-10-12 04:32:35,39.0598,-105.3111,1660954,13348,,,8.0,28842.336234896,,,0.803634537741563,84000008.0,USA,,
Connecticut,US,2022-10-12 04:32:35,41.5978,-72.7554,902655,11385,,,9.0,25317.87763509641,,,1.2612792262824668,84000009.0,USA,,
Delaware,US,2022-10-12 04:32:35,39.3185,-75.5071,310527,3121,,,10.0,31889.34895929609,,,1.005065582058887,84000010.0,USA,,
Diamond Princess,US,2022-10-12 04:32:35,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-10-12 04:32:35,38.8974,-77.0268,168719,1392,,,11.0,23906.374645943528,,,0.8250404518756038,84000011.0,USA,,
Florida,US,2022-10-12 04:32:35,27.7663,-81.6868,7172780,81764,,,12.0,33396.34897289226,,,1.1399206444363272,84000012.0,USA,,
Georgia,US,2022-10-12 04:32:35,33.0406,-83.6431,2909760,40374,,,13.0,27405.520153054087,,,1.3875371164632135,84000013.0,USA,,
Grand Princess,US,2022-10-12 04:32:35,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-10-12 04:32:35,13.4443,144.7937,58647,401,,,66.0,35710.50179931681,,,0.6837519395706515,316.0,GUM,,
Hawaii,US,2022-10-12 04:32:35,21.0943,-157.4983,357232,1694,,,15.0,25230.52931338426,,,0.4742016392708379,84000015.0,USA,,
Idaho,US,2022-10-12 04:32:35,44.2405,-114.4788,497007,5187,,,16.0,27811.35549070683,,,1.0436472725736257,84000016.0,USA,,
Illinois,US,2022-10-12 04:32:35,40.3495,-88.9861,3778171,39791,,,17.0,29815.533221310496,,,1.0531815526613273,84000017.0,USA,,
Indiana,US,2022-10-12 04:32:35,39.8494,-86.2583,1925645,24748,,,18.0,28603.421843525888,,,1.2851797709338948,84000018.0,USA,,
Iowa,US,2022-10-12 04:32:35,42.0115,-93.2105,858989,10097,,,19.0,27225.671696666,,,1.1754516064815732,84000019.0,USA,,
Kansas,US,2022-10-12 04:32:35,38.5266,-96.7265,880490,9573,,,20.0,30228.49579550985,,,1.0870367489504924,84000020.0,USA,,
Kentucky,US,2022-10-12 04:32:35,37.6681,-84.6701,1597569,17131,,,21.0,35758.41383198815,,,1.0723167512639518,84000021.0,USA,,
Louisiana,US,2022-10-12 04:32:35,31.1695,-91.8678,1458331,18120,,,22.0,31370.09297465106,,,1.2425162737403237,84000022.0,USA,,
