Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2022-04-22 04:31:44,32.3182,-86.9023,1298880,19529,,,1.0,26490.53625347605,,,1.5035261148066026,84000001.0,USA,,,2022-04-21,,
Alaska,US,2022-04-22 04:31:44,61.3707,-152.4044,251506,1248,,,2.0,34380.11332180522,,,0.4962108259842707,84000002.0,USA,,,2022-04-21,,
American Samoa,US,2022-04-22 04:31:44,-14.271,-170.132,5663,21,,,60.0,10177.746625689691,,,0.3708281829419036,16.0,ASM,,,2022-04-21,,
Arizona,US,2022-04-22 04:31:44,33.7298,-111.4312,2019174,29852,,,4.0,27740.79552756344,19150645.0,,1.4784263268049211,84000004.0,USA,263104.6790251633,,2022-04-21,,
Arkansas,US,2022-04-22 04:31:44,34.9697,-92.3731,834699,11366,,,5.0,27659.15215169706,5103205.0,,1.3616884649436505,84000005.0,USA,169103.2618420547,,2022-04-21,,
California,US,2022-04-22 04:31:44,36.1162,-119.6816,9183830,89671,,,6.0,23220.35892538873,158902325.0,,0.9793261601241652,84000006.0,USA,402159.92150074674,,2022-04-21,,
Colorado,US,2022-04-22 04:31:44,39.0598,-105.3111,1431762,12512,,,8.0,23851.501440593907,17277423.0,,0.8780928182185512,84000008.0,USA,300021.09837992233,,2022-04-21,,
Connecticut,US,2022-04-22 04:31:44,41.5978,-72.7554,750660,10826,,,9.0,21054.68648106029,13859559.0,,1.4421975328377694,84000009.0,USA,388736.1382127161,,2022-04-21,,
Delaware,US,2022-04-22 04:31:44,39.3185,-75.5071,260918,2896,,,10.0,26794.788059529823,3267311.0,,1.1099272568393137,84000010.0,USA,3.355341746049351e-05,,2022-04-21,,
Diamond Princess,US,2022-04-22 04:31:44,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2022-04-21,,
District of Columbia,US,2022-04-22 04:31:44,38.8974,-77.0268,140845,1333,,,11.0,19956.811841036968,,,0.9464304732152368,84000011.0,USA,,,2022-04-21,,
Florida,US,2022-04-22 04:31:44,27.7663,-81.6868,5906352,73789,,,12.0,27499.8804576106,56663321.0,,1.2493159906487117,84000012.0,USA,263823.5164160917,,2022-04-21,,
Georgia,US,2022-04-22 04:31:44,33.0406,-83.6431,2509160,37659,,,13.0,23632.476543507782,17749279.0,,1.5008608458607662,84000013.0,USA,167171.25238393535,,2022-04-21,,
Grand Princess,US,2022-04-22 04:31:44,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2022-04-21,,
Guam,US,2022-04-22 04:31:44,13.4443,144.7937,47902,354,,,66.0,29167.808365148663,383633.0,,0.7390088096530416,316.0,GUM,233596.3806635856,,2022-04-21,,
Hawaii,US,2022-04-22 04:31:44,21.0943,-157.4983,245035,1407,,,15.0,17306.296049360393,3746020.0,,0.5742036851878303,84000015.0,USA,264573.351263391,,2022-04-21,,
Idaho,US,2022-04-22 04:31:44,44.2405,-114.4788,445350,4918,,,16.0,24920.7499447418,1217696.0,,1.1042999887728753,84000016.0,USA,68139.43533111554,,2022-04-21,,
Illinois,US,2022-04-22 04:31:44,40.3495,-88.9861,3110236,37853,,,17.0,24544.45181951355,,,1.1572138257343751,84000017.0,USA,,,2022-04-21,,
