Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2021-02-03 05:30:38,32.3182,-86.9023,462938,7894,242143.0,212901.0,1.0,9441.577260494963,,,1.7051959441653093,84000001.0,USA,,,2021-02-02,,
Alaska,US,2021-02-03 05:30:38,61.3707,-152.4044,54596,279,,,2.0,7463.108899657574,1511785.0,,0.5110264488240897,84000002.0,USA,206656.459958034,,2021-02-02,,
American Samoa,US,2021-02-03 05:30:38,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-02-02,,
Arizona,US,2021-02-03 05:30:38,33.7298,-111.4312,765083,13362,104681.0,647040.0,4.0,10511.234328797233,6754669.0,,1.7464771796001215,84000004.0,USA,47768.32235681097,,2021-02-02,,
Arkansas,US,2021-02-03 05:30:38,34.9697,-92.3731,298004,4939,276704.0,16361.0,5.0,9874.862648468888,2446230.0,,1.6573603038885385,84000005.0,USA,81059.93629804984,,2021-02-02,,
California,US,2021-02-03 08:30:42,36.1162,-119.6816,3408999,41171,,,6.0,8631.645453104473,42851891.0,,1.2012121194351066,84000006.0,USA,108452.24020931446,,2021-02-02,,
Colorado,US,2021-02-03 05:30:38,39.0598,-105.3111,416872,5918,21127.0,371260.0,8.0,6911.881357297852,5482105.0,,1.4194660295399677,84000008.0,USA,95196.32433228404,,2021-02-02,,
Connecticut,US,2021-02-03 05:30:38,41.5978,-72.7554,256522,7133,9800.0,239589.0,9.0,7194.9887905237365,5869595.0,,2.7806581891611635,84000009.0,USA,164631.76737244436,,2021-02-02,,
Delaware,US,2021-02-03 05:30:38,39.3185,-75.5071,78696,1316,,,10.0,8081.629635106658,1274731.0,,1.67225780217546,84000010.0,USA,1.30907591572496e-05,,2021-02-02,,
Diamond Princess,US,2021-02-03 05:30:38,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-02-02,,
