Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-11-03 04:31:51,32.3182,-86.9023,1534287,20558,,,1.0,31291.64002581995,,,1.3399057673042918,84000001.0,USA,,
Alaska,US,2022-11-03 04:31:51,61.3707,-152.4044,300544,1413,,,2.0,41083.46034762045,,,0.4701474659284497,84000002.0,USA,,
American Samoa,US,2022-11-03 04:31:51,-14.271,-170.132,8257,34,,,60.0,14839.776423860105,,,0.4117718299624561,16.0,ASM,,
Arizona,US,2022-11-03 04:31:51,33.7298,-111.4312,2293015,31573,,,4.0,31503.010764122304,,,1.3769207789744071,84000004.0,USA,,
Arkansas,US,2022-11-03 04:31:51,34.9697,-92.3731,960630,12506,,,5.0,31832.08717332206,,,1.301853991651312,84000005.0,USA,,
California,US,2022-11-03 04:31:51,36.1162,-119.6816,11386788,96808,,,6.0,28775.687968758422,,,0.8522931659817303,84000006.0,USA,,
Colorado,US,2022-11-03 04:31:51,39.0598,-105.3111,1676917,13430,,,8.0,29119.532480738828,,,0.8008744618845178,84000008.0,USA,,
Connecticut,US,2022-11-03 04:31:51,41.5978,-72.7554,913979,11478,,,9.0,25635.49582403885,,,1.2558275408953596,84000009.0,USA,,
Delaware,US,2022-11-03 04:31:51,39.3185,-75.5071,313600,3147,,,10.0,32204.928504237167,,,1.0035076530612246,84000010.0,USA,,
Diamond Princess,US,2022-11-03 04:31:51,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-11-03 04:31:51,38.8974,-77.0268,169709,1397,,,11.0,24046.651146512428,,,0.8231737857155483,84000011.0,USA,,
Florida,US,2022-11-03 04:31:51,27.7663,-81.6868,7192835,82176,,,12.0,33489.72473217267,,,1.1424702499084158,84000012.0,USA,,
Georgia,US,2022-11-03 04:31:51,33.0406,-83.6431,2924732,40696,,,13.0,27546.53365510633,,,1.391443728861311,84000013.0,USA,,
Grand Princess,US,2022-11-03 04:31:51,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-11-03 04:31:51,13.4443,144.7937,58850,403,,,66.0,35834.10968830109,,,0.6847918436703483,316.0,GUM,,
Hawaii,US,2022-11-03 04:31:51,21.0943,-157.4983,362834,1711,,,15.0,25626.186547936537,,,0.4715655092962622,84000015.0,USA,,
Idaho,US,2022-11-03 04:31:51,44.2405,-114.4788,500884,5225,,,16.0,28028.30339131481,,,1.043155700721125,84000016.0,USA,,
Illinois,US,2022-11-03 04:31:51,40.3495,-88.9861,3818330,40032,,,17.0,30132.44899845097,,,1.0484164543137968,84000017.0,USA,,
Indiana,US,2022-11-03 04:31:51,39.8494,-86.2583,1942708,24900,,,18.0,28856.87467980468,,,1.2842897645966351,84000018.0,USA,,
