Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-09-29 04:31:43,32.3182,-86.9023,1517904,20395,,,1.0,30957.510271384825,,,1.3436291096143105,84000001.0,USA,,
Alaska,US,2022-09-29 04:31:43,61.3707,-152.4044,298178,1364,,,2.0,40760.03526782358,,,0.4574448819161709,84000002.0,USA,,
American Samoa,US,2022-09-29 04:31:43,-14.271,-170.132,8244,34,,,60.0,14816.412357793712,,,0.4124211547792333,16.0,ASM,,
Arizona,US,2022-09-29 04:31:43,33.7298,-111.4312,2271560,31370,,,4.0,31208.247277645223,,,1.380989276092201,84000004.0,USA,,
Arkansas,US,2022-09-29 04:31:43,34.9697,-92.3731,950940,12131,,,5.0,31510.992761624017,,,1.2756851115738113,84000005.0,USA,,
California,US,2022-09-29 04:31:43,36.1162,-119.6816,11259120,95767,,,6.0,28444.59295545077,,,0.8529960296611176,84000006.0,USA,,
Colorado,US,2022-09-29 04:31:43,39.0598,-105.3111,1652689,13300,,,8.0,28698.815156659377,,,0.8047491088765036,84000008.0,USA,,
Connecticut,US,2022-09-29 04:31:43,41.5978,-72.7554,895390,11365,,,9.0,25114.107223345552,,,1.269279308457767,84000009.0,USA,,
Delaware,US,2022-09-29 04:31:43,39.3185,-75.5071,308252,3104,,,10.0,31655.71945563812,,,1.0069683246175207,84000010.0,USA,,
Diamond Princess,US,2022-09-29 04:31:43,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-09-29 04:31:43,38.8974,-77.0268,168359,1382,,,11.0,23855.36500937302,,,0.8208649374253827,84000011.0,USA,,
Florida,US,2022-09-29 04:31:43,27.7663,-81.6868,7150188,81308,,,12.0,33291.16098218355,,,1.137144925420143,84000012.0,USA,,
Georgia,US,2022-09-29 04:31:43,33.0406,-83.6431,2905400,40281,,,13.0,27364.455574577747,,,1.3864183933365457,84000013.0,USA,,
Grand Princess,US,2022-09-29 04:31:43,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-09-29 04:31:43,13.4443,144.7937,58548,401,,,66.0,35650.22011946733,,,0.6849081095852976,316.0,GUM,,
Hawaii,US,2022-09-29 04:31:43,21.0943,-157.4983,355959,1686,,,15.0,25140.620056050266,,,0.4736500552029868,84000015.0,USA,,
Idaho,US,2022-09-29 04:31:43,44.2405,-114.4788,495500,5171,,,16.0,27727.02727656801,,,1.043592330978809,84000016.0,USA,,
Illinois,US,2022-09-29 04:31:43,40.3495,-88.9861,3758292,39666,,,17.0,29658.657583625903,,,1.0554262414948068,84000017.0,USA,,
Indiana,US,2022-09-29 04:31:43,39.8494,-86.2583,1921993,24674,,,18.0,28549.175242219542,,,1.2855405820936914,84000018.0,USA,,
Iowa,US,2022-09-29 04:31:43,42.0115,-93.2105,855931,10077,,,19.0,27128.748332049687,,,1.1773145265214136,84000019.0,USA,,
Kansas,US,2022-09-29 04:31:43,38.5266,-96.7265,878690,9555,,,20.0,30171.85926405461,,,1.0870294800574742,84000020.0,USA,,
Kentucky,US,2022-09-29 04:31:43,37.6681,-84.6701,1576835,16969,,,21.0,35294.324360802595,,,1.07614303335479,84000021.0,USA,,
Louisiana,US,2022-09-29 04:31:43,31.1695,-91.8678,1454450,18046,,,22.0,31286.60895707575,,,1.2407439238200006,84000022.0,USA,,
Maine,US,2022-09-29 04:31:43,44.6939,-69.3819,289066,2577,,,23.0,21504.494826708884,,,0.891491908422298,84000023.0,USA,,
Maryland,US,2022-09-29 04:31:43,39.0639,-76.8021,1248321,15386,,,24.0,20648.14876076802,,,1.2325355417396646,84000024.0,USA,,
Massachusetts,US,2022-09-29 04:31:43,42.2302,-71.5301,2040602,21646,,,25.0,29606.10971079737,,,1.060765401582474,84000025.0,USA,,
Michigan,US,2022-09-29 04:31:43,43.3266,-84.5361,2836167,38624,,,26.0,28398.994798864147,,,1.3618380017819824,84000026.0,USA,,
Minnesota,US,2022-09-29 04:31:43,45.6945,-93.9002,1658677,13613,,,27.0,29411.085687860483,,,0.8207143404050337,84000027.0,USA,,
Mississippi,US,2022-09-29 04:31:43,32.7416,-89.6787,927465,12912,,,28.0,31163.258291167545,,,1.3921819152205204,84000028.0,USA,,
Missouri,US,2022-09-29 04:31:43,38.4561,-92.2884,1653468,21636,,,29.0,26940.291600976827,,,1.3085438186182634,84000029.0,USA,,
Montana,US,2022-09-29 04:31:43,46.9219,-110.4544,309452,3518,,,30.0,28953.81454333828,,,1.136848364205111,84000030.0,USA,,
Nebraska,US,2022-09-29 04:31:43,41.1254,-98.2681,537089,4523,,,31.0,27765.031989115017,,,0.8421323095427388,84000031.0,USA,,
Nevada,US,2022-09-29 04:31:43,38.3135,-117.0554,847332,11501,,,32.0,27509.38588824722,,,1.357319208999542,84000032.0,USA,,
New Hampshire,US,2022-09-29 04:31:43,43.4525,-71.5639,349846,2703,,,33.0,25729.805819030666,,,0.7726146273699375,84000033.0,USA,,
New Jersey,US,2022-09-29 04:31:43,40.2989,-74.521,2735732,34731,,,34.0,30800.19679831213,,,1.2695322495039718,84000034.0,USA,,
New Mexico,US,2022-09-29 04:31:43,34.8405,-106.2485,618126,8563,,,35.0,29479.08484668993,,,1.385316262380162,84000035.0,USA,,
New York,US,2022-09-29 04:31:43,42.1657,-74.9481,6110086,71737,,,36.0,31408.57347402874,,,1.174075127584129,84000036.0,USA,,
North Carolina,US,2022-09-29 04:31:43,35.6301,-79.8064,3198866,26525,,,37.0,30500.003623159388,,,0.8292000977846524,84000037.0,USA,,
North Dakota,US,2022-09-29 04:31:43,47.5289,-99.784,269249,2364,,,38.0,35208.0276932848,,,0.8810802550809335,84000038.0,USA,,
Northern Mariana Islands,US,2022-09-29 04:31:43,15.0979,145.6739,13171,40,,,69.0,23884.738140142174,,,0.3036975172727963,580.0,MNP,,
Ohio,US,2022-09-29 04:31:43,40.3888,-82.7649,3131645,40112,,,39.0,26791.155863154563,,,1.2698438041348876,84000039.0,USA,,
Oklahoma,US,2022-09-29 04:31:43,35.5653,-96.9289,1196540,16852,,,40.0,30238.78618266345,,,1.4083942032861416,84000040.0,USA,,
Oregon,US,2022-09-29 04:31:43,44.572,-122.0709,894776,8561,,,41.0,21214.59920331685,,,0.9567757740484768,84000041.0,USA,,
