Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-12-11 04:33:36,32.3182,-86.9023,1555092,20682,,,1.0,31715.95605713429,,,1.329953468990902,84000001.0,USA,,
Alaska,US,2022-12-11 04:33:36,61.3707,-152.4044,300365,1436,,,2.0,41058.991586300224,,,0.4780849965874852,84000002.0,USA,,
American Samoa,US,2022-12-11 04:33:36,-14.271,-170.132,8265,34,,,60.0,14854.154310670188,,,0.411373260738052,16.0,ASM,,
Arizona,US,2022-12-11 04:33:36,33.7298,-111.4312,2353530,31822,,,4.0,32334.40728633906,,,1.3520966378163866,84000004.0,USA,,
Arkansas,US,2022-12-11 04:33:36,34.9697,-92.3731,974385,12631,,,5.0,32287.882181877947,,,1.296304848699436,84000005.0,USA,,
California,US,2022-12-11 04:33:36,36.1162,-119.6816,11644807,97740,,,6.0,29416.320109349454,,,0.8417245674583298,84000006.0,USA,,
Colorado,US,2022-12-11 04:33:36,39.0598,-105.3111,1718077,13704,,,8.0,29834.272659833685,,,0.7976359616012554,84000008.0,USA,,
Connecticut,US,2022-12-11 04:33:36,41.5978,-72.7554,933631,11603,,,9.0,26186.699696265685,,,1.242782212672887,84000009.0,USA,,
Delaware,US,2022-12-11 04:33:36,39.3185,-75.5071,318567,3184,,,10.0,32715.01102936646,,,0.9994757774659648,84000010.0,USA,,
Diamond Princess,US,2022-12-11 04:33:36,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-12-11 04:33:36,38.8974,-77.0268,172044,1407,,,11.0,24377.505317046147,,,0.8178140475692265,84000011.0,USA,,
Florida,US,2022-12-11 04:33:36,27.7663,-81.6868,7270410,83201,,,12.0,33850.91269159316,,,1.1443783775605505,84000012.0,USA,,
Georgia,US,2022-12-11 04:33:36,33.0406,-83.6431,2953341,41172,,,13.0,27815.98698667276,,,1.394082159831865,84000013.0,USA,,
Grand Princess,US,2022-12-11 04:33:36,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-12-11 04:33:36,13.4443,144.7937,59460,409,,,66.0,36205.54226111101,,,0.6878573831146989,316.0,GUM,,
Hawaii,US,2022-12-11 04:33:36,21.0943,-157.4983,368723,1744,,,15.0,26042.11397640465,,,0.4729837845754129,84000015.0,USA,,
Idaho,US,2022-12-11 04:33:36,44.2405,-114.4788,507870,5280,,,16.0,28419.223699193928,,,1.0396361273554255,84000016.0,USA,,
Illinois,US,2022-12-11 04:33:36,40.3495,-88.9861,3906801,40406,,,17.0,30830.62016106446,,,1.034247713154573,84000017.0,USA,,
Indiana,US,2022-12-11 04:33:36,39.8494,-86.2583,1977292,25230,,,18.0,29370.58345844068,,,1.2759875627878938,84000018.0,USA,,
Iowa,US,2022-12-11 04:33:36,42.0115,-93.2105,877068,10316,,,19.0,27798.68592455952,,,1.1761915837768566,84000019.0,USA,,
Kansas,US,2022-12-11 04:33:36,38.5266,-96.7265,905969,9692,,,20.0,31109.10804671244,,,1.069395987668624,84000020.0,USA,,
Kentucky,US,2022-12-11 04:33:36,37.6681,-84.6701,1640761,17530,,,21.0,36725.18109539351,,,1.0684066722697578,84000021.0,USA,,
Louisiana,US,2022-12-11 04:33:36,31.1695,-91.8678,1477545,18296,,,22.0,31783.40447006256,,,1.2382702388082936,84000022.0,USA,,
Maine,US,2022-12-11 04:33:36,44.6939,-69.3819,303272,2775,,,23.0,22561.322172395427,,,0.915020179904508,84000023.0,USA,,
Maryland,US,2022-12-11 04:33:36,39.0639,-76.8021,1297092,15800,,,24.0,21454.85702187347,,,1.218109432484357,84000024.0,USA,,
Massachusetts,US,2022-12-11 04:33:36,42.2302,-71.5301,2124243,22574,,,25.0,30819.616618229986,,,1.06268444805985,84000025.0,USA,,
Michigan,US,2022-12-11 04:33:36,43.3266,-84.5361,2950361,40327,,,26.0,29542.437625771552,,,1.366849683818353,84000026.0,USA,,
Minnesota,US,2022-12-11 04:33:36,45.6945,-93.9002,1719549,14155,,,27.0,30490.44689440729,,,0.8231809619847995,84000027.0,USA,,
Mississippi,US,2022-12-11 04:33:36,32.7416,-89.6787,943402,13051,,,28.0,31698.74895376542,,,1.3833975336070945,84000028.0,USA,,
Missouri,US,2022-12-11 04:33:36,38.4561,-92.2884,1709208,22095,,,29.0,27848.929551597183,,,1.292703989216058,84000029.0,USA,,
Montana,US,2022-12-11 04:33:36,46.9219,-110.4544,319023,3600,,,30.0,29849.323245800344,,,1.1284452845092674,84000030.0,USA,,
Nebraska,US,2022-12-11 04:33:36,41.1254,-98.2681,546753,4672,,,31.0,28264.616358079576,,,0.8544991979925122,84000031.0,USA,,
Nevada,US,2022-12-11 04:33:36,38.3135,-117.0554,868630,11657,,,32.0,28200.84437281748,,,1.3419983191922913,84000032.0,USA,,
New Hampshire,US,2022-12-11 04:33:36,43.4525,-71.5639,363029,2832,,,33.0,26699.350082480763,,,0.7800922227670135,84000033.0,USA,,
New Jersey,US,2022-12-11 04:33:36,40.2989,-74.521,2870859,35235,,,34.0,32321.52205706025,,,1.2273330038152344,84000034.0,USA,,
New Mexico,US,2022-12-11 04:33:36,34.8405,-106.2485,652223,8742,,,35.0,31105.20695774429,,,1.3403391171424497,84000035.0,USA,,
New York,US,2022-12-11 04:33:36,42.1657,-74.9481,6443728,74283,,,36.0,33123.64250432093,,,1.1527954004265857,84000036.0,USA,,
North Carolina,US,2022-12-11 04:33:36,35.6301,-79.8064,3286948,27533,,,37.0,31339.832899889054,,,0.8376463515699062,84000037.0,USA,,
North Dakota,US,2022-12-11 04:33:36,47.5289,-99.784,278638,2410,,,38.0,36532.329390522034,,,0.8656640289656213,84000038.0,USA,,
Northern Mariana Islands,US,2022-12-11 04:33:36,15.0979,145.6739,13227,41,,,69.0,23986.290439576384,,,0.3099720269146442,580.0,MNP,,
Ohio,US,2022-12-11 04:33:36,40.3888,-82.7649,3259911,40925,,,39.0,27888.468744385795,,,1.2467825041849303,84000039.0,USA,,
Oklahoma,US,2022-12-11 04:33:36,35.5653,-96.9289,1232202,17316,,,40.0,31140.031099545587,,,1.405289067863873,84000040.0,USA,,
Oregon,US,2022-12-11 04:33:36,44.572,-122.0709,929127,8892,,,41.0,22029.0406917264,,,0.9570274031429504,84000041.0,USA,,
Pennsylvania,US,2022-12-11 04:33:36,40.5908,-77.2098,3374733,48527,,,42.0,26361.005309409346,,,1.4379507949221464,84000042.0,USA,,
Puerto Rico,US,2022-12-11 04:33:36,18.2208,-66.5901,1026697,5442,,,72.0,32147.6321776601,,,0.530049274518188,630.0,PRI,,
Rhode Island,US,2022-12-11 04:33:36,41.6809,-71.5118,439773,3762,,,44.0,41513.04418418273,,,0.8554413299588651,84000044.0,USA,,
South Carolina,US,2022-12-11 04:33:36,33.8569,-80.945,1745168,18758,,,45.0,33895.22121446249,,,1.0748535384558966,84000045.0,USA,,
South Dakota,US,2022-12-11 04:33:36,44.2998,-99.4388,269886,3106,,,46.0,30507.34802901457,,,1.150856287469524,84000046.0,USA,,
Tennessee,US,2022-12-11 04:33:36,35.7478,-86.6923,2408410,28465,,,47.0,35132.30150527721,,,1.1839552926210986,84000047.0,USA,,
Texas,US,2022-12-11 04:33:36,31.0545,-97.5635,8118564,91291,,,48.0,28058.257653906083,,,1.1248394276168396,84000048.0,USA,,
Utah,US,2022-12-11 04:33:36,40.15,-111.8624,1066450,5138,,,49.0,33264.62792088979,,,0.4817853626517886,84000049.0,USA,,
Vermont,US,2022-12-11 04:33:36,44.0459,-72.7107,147221,781,,,50.0,23593.52488585536,,,0.5304949701469219,84000050.0,USA,,
Virgin Islands,US,2022-12-11 04:33:36,18.3358,-64.8963,23633,126,,,78.0,22031.733601819746,,,0.5331527948208015,850.0,VIR,,
Virginia,US,2022-12-11 04:33:36,37.7693,-78.17,2163370,22538,,,51.0,25345.500373205192,,,1.0418005241821788,84000051.0,USA,,
Washington,US,2022-12-11 04:33:36,47.4009,-121.4905,1866343,14829,,,53.0,24509.11654306896,,,0.7945484833173752,84000053.0,USA,,
West Virginia,US,2022-12-11 04:33:36,38.4912,-80.9545,617094,7638,,,54.0,34433.22450669504,,,1.2377368763916032,84000054.0,USA,,
Wisconsin,US,2022-12-11 04:33:36,44.2685,-89.6165,1937599,15686,,,55.0,33278.16167602759,,,0.8095586341652736,84000055.0,USA,,
Wyoming,US,2022-12-11 04:33:36,42.756,-107.3025,181695,1938,,,56.0,31393.89625042548,,,1.0666226368364566,84000056.0,USA,,
