Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2022-07-01 04:31:36,32.3182,-86.9023,1357266,19755,,,1.0,27681.313268824244,,,1.4554995115180076,84000001.0,USA,,,2022-06-30,,
Alaska,US,2022-07-01 04:31:36,61.3707,-152.4044,272415,1285,,,2.0,37238.31069858997,,,0.4717067709193693,84000002.0,USA,,,2022-06-30,,
American Samoa,US,2022-07-01 04:31:36,-14.271,-170.132,6414,31,,,60.0,11527.47074998652,,,0.4833177424384159,16.0,ASM,,,2022-06-30,,
Arizona,US,2022-07-01 04:31:36,33.7298,-111.4312,2125567,30515,,,4.0,29202.495439786984,19976427.0,,1.43561694362022,84000004.0,USA,274449.83779421565,,2022-06-30,,
Arkansas,US,2022-07-01 04:31:36,34.9697,-92.3731,865592,11581,,,5.0,28682.84355113851,5267393.0,,1.33792826181388,84000005.0,USA,174543.90676134036,,2022-06-30,,
California,US,2022-07-01 04:31:36,36.1162,-119.6816,10137672,92163,,,6.0,25566.344368931103,174882919.0,,0.9131908858898946,84000006.0,USA,442604.6061746513,,2022-06-30,,
Colorado,US,2022-07-01 04:31:36,39.0598,-105.3111,1552898,12918,,,8.0,26669.116278294405,18909490.0,,0.8315514219262353,84000008.0,USA,328361.81412032084,,2022-06-30,,
Connecticut,US,2022-07-01 04:31:36,41.5978,-72.7554,828968,11045,,,9.0,23141.895729572403,14648536.0,,1.3373329697300245,84000009.0,USA,410865.5488323941,,2022-06-30,,
Delaware,US,2022-07-01 04:31:36,39.3185,-75.5071,285046,2984,,,10.0,29272.5958240395,3420032.0,,1.0468485788258737,84000010.0,USA,3.5121774885906645e-05,,2022-06-30,,
Diamond Princess,US,2022-07-01 04:31:36,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2022-06-30,,
District of Columbia,US,2022-07-01 04:31:36,38.8974,-77.0268,156802,1349,,,11.0,22217.81398202477,,,0.8603206591752656,84000011.0,USA,,,2022-06-30,,
Florida,US,2022-07-01 04:31:36,27.7663,-81.6868,6482295,75800,,,12.0,30181.46185512933,60005294.0,,1.1693389455432066,84000012.0,USA,279383.68925925484,,2022-06-30,,
Georgia,US,2022-07-01 04:31:36,33.0406,-83.6431,2647568,38579,,,13.0,24936.06970354294,18872908.0,,1.4571485982607435,84000013.0,USA,177754.13111072243,,2022-06-30,,
Grand Princess,US,2022-07-01 04:31:36,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2022-06-30,,
Guam,US,2022-07-01 04:31:36,13.4443,144.7937,51898,372,,,66.0,31600.99616998216,432940.0,,0.7167906277698562,316.0,GUM,263619.7017579112,,2022-06-30,,
Hawaii,US,2022-07-01 04:31:36,21.0943,-157.4983,308695,1504,,,15.0,21802.46519459386,4083684.0,,0.4872122969273879,84000015.0,USA,288421.8347421236,,2022-06-30,,
Idaho,US,2022-07-01 04:31:36,44.2405,-114.4788,462978,4973,,,16.0,25907.171815238955,1244632.0,,1.0741331121565172,84000016.0,USA,69646.71122762743,,2022-06-30,,
Illinois,US,2022-07-01 04:31:36,40.3495,-88.9861,3430843,38588,,,17.0,27074.585412783214,,,1.1247381474465603,84000017.0,USA,,,2022-06-30,,
Indiana,US,2022-07-01 04:31:36,39.8494,-86.2583,1772183,23877,,,18.0,26323.905981074,20232995.0,,1.3473213545102285,84000018.0,USA,3.0053976259536416e-05,,2022-06-30,,
Iowa,US,2022-07-01 04:31:36,42.0115,-93.2105,796611,9688,,,19.0,25248.59987258603,,,1.2161519235862923,84000019.0,USA,,,2022-06-30,,
Kansas,US,2022-07-01 04:31:36,38.5266,-96.7265,807169,8952,,,20.0,27721.96886432427,,,1.1084311093721366,84000020.0,USA,,,2022-06-30,,
