Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-11-27 04:31:13,32.3182,-86.9023,1545099,20631,,,1.0,31512.149755720005,,,1.335254245844441,84000001.0,USA,,
Alaska,US,2022-11-27 04:31:13,61.3707,-152.4044,299471,1436,,,2.0,40936.78447668975,,,0.479512206524171,84000002.0,USA,,
American Samoa,US,2022-11-27 04:31:13,-14.271,-170.132,8262,34,,,60.0,14848.762603116407,,,0.411522633744856,16.0,ASM,,
Arizona,US,2022-11-27 04:31:13,33.7298,-111.4312,2324560,31709,,,4.0,31936.397582156307,,,1.3640861066180263,84000004.0,USA,,
Arkansas,US,2022-11-27 04:31:13,34.9697,-92.3731,967113,12550,,,5.0,32046.912258052544,,,1.2976766934163846,84000005.0,USA,,
California,US,2022-11-27 04:31:13,36.1162,-119.6816,11506335,97343,,,6.0,29085.9058980306,,,0.8478320795288192,84000006.0,USA,,
Colorado,US,2022-11-27 04:31:13,39.0598,-105.3111,1703098,13586,,,8.0,29574.16349698962,,,0.7977227382100149,84000008.0,USA,,
Connecticut,US,2022-11-27 04:31:13,41.5978,-72.7554,924938,11572,,,9.0,25942.87640798623,,,1.2511108852701478,84000009.0,USA,,
Delaware,US,2022-11-27 04:31:13,39.3185,-75.5071,316046,3172,,,10.0,32456.11873102723,,,1.0036513672060396,84000010.0,USA,,
Diamond Princess,US,2022-11-27 04:31:13,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-11-27 04:31:13,38.8974,-77.0268,171317,1403,,,11.0,24274.4941898607,,,0.8189496664078871,84000011.0,USA,,
Florida,US,2022-11-27 04:31:13,27.7663,-81.6868,7239478,82875,,,12.0,33706.89379425775,,,1.1447648573557376,84000012.0,USA,,
Georgia,US,2022-11-27 04:31:13,33.0406,-83.6431,2937280,41024,,,13.0,27664.716758482733,,,1.3966663035189018,84000013.0,USA,,
Grand Princess,US,2022-11-27 04:31:13,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-11-27 04:31:13,13.4443,144.7937,59189,407,,,66.0,36040.52877384627,,,0.6876277686732332,316.0,GUM,,
Hawaii,US,2022-11-27 04:31:13,21.0943,-157.4983,366340,1732,,,15.0,25873.807801835195,,,0.4727848446798056,84000015.0,USA,,
Idaho,US,2022-11-27 04:31:13,44.2405,-114.4788,504770,5251,,,16.0,28245.75491098533,,,1.0402757691621929,84000016.0,USA,,
Illinois,US,2022-11-27 04:31:13,40.3495,-88.9861,3860866,40247,,,17.0,30468.12293197639,,,1.0424345211670127,84000017.0,USA,,
Indiana,US,2022-11-27 04:31:13,39.8494,-86.2583,1959421,25138,,,18.0,29105.128635892564,,,1.2829300084055444,84000018.0,USA,,
Iowa,US,2022-11-27 04:31:13,42.0115,-93.2105,870897,10276,,,19.0,27603.09596934458,,,1.1799328738071206,84000019.0,USA,,
Kansas,US,2022-11-27 04:31:13,38.5266,-96.7265,898092,9657,,,20.0,30847.92782377732,,,1.0745557178893443,84000020.0,USA,,
Kentucky,US,2022-11-27 04:31:13,37.6681,-84.6701,1631144,17459,,,21.0,36509.923622431634,,,1.070353077349394,84000021.0,USA,,
Louisiana,US,2022-11-27 04:31:13,31.1695,-91.8678,1470441,18261,,,22.0,31630.59064350884,,,1.2418723362583062,84000022.0,USA,,
Maine,US,2022-11-27 04:31:13,44.6939,-69.3819,300847,2722,,,23.0,22380.919081216354,,,0.90477884107204,84000023.0,USA,,
Maryland,US,2022-11-27 04:31:13,39.0639,-76.8021,1284176,15690,,,24.0,21241.21686890474,,,1.2217951433448375,84000024.0,USA,,
Massachusetts,US,2022-11-27 04:31:13,42.2302,-71.5301,2109719,22397,,,25.0,30608.894910890864,,,1.0616105746784288,84000025.0,USA,,
Michigan,US,2022-11-27 04:31:13,43.3266,-84.5361,2929612,39972,,,26.0,29334.67456277786,,,1.3644127618264807,84000026.0,USA,,
Minnesota,US,2022-11-27 04:31:13,45.6945,-93.9002,1707968,14039,,,27.0,30285.09661623312,,,0.82197090343613,84000027.0,USA,,
Mississippi,US,2022-11-27 04:31:13,32.7416,-89.6787,936814,13017,,,28.0,31477.389068894063,,,1.3894967410820078,84000028.0,USA,,
Missouri,US,2022-11-27 04:31:13,38.4561,-92.2884,1694937,22001,,,29.0,27616.405438890688,,,1.2980423461166992,84000029.0,USA,,
Montana,US,2022-11-27 04:31:13,46.9219,-110.4544,318089,3595,,,30.0,29761.93372243815,,,1.1301868345022934,84000030.0,USA,,
Nebraska,US,2022-11-27 04:31:13,41.1254,-98.2681,541161,4653,,,31.0,27975.53566775985,,,0.8598180578423057,84000031.0,USA,,
Nevada,US,2022-11-27 04:31:13,38.3135,-117.0554,861746,11624,,,32.0,27977.349199196404,,,1.3488893479052992,84000032.0,USA,,
New Hampshire,US,2022-11-27 04:31:13,43.4525,-71.5639,360478,2806,,,33.0,26511.73668522208,,,0.7784000909890342,84000033.0,USA,,
New Jersey,US,2022-11-27 04:31:13,40.2989,-74.521,2835549,35079,,,34.0,31923.984963167863,,,1.2371149290666463,84000034.0,USA,,
New Mexico,US,2022-11-27 04:31:13,34.8405,-106.2485,642634,8702,,,35.0,30647.89737265175,,,1.3541144726236083,84000035.0,USA,,
New York,US,2022-11-27 04:31:13,42.1657,-74.9481,6354911,73803,,,36.0,32667.083419842773,,,1.1613537939398364,84000036.0,USA,,
North Carolina,US,2022-11-27 04:31:13,35.6301,-79.8064,3268501,27347,,,37.0,31163.94758089276,,,0.8366832379736154,84000037.0,USA,,
North Dakota,US,2022-11-27 04:31:13,47.5289,-99.784,276469,2232,,,38.0,36253.48068792303,,,0.807893612862593,84000038.0,USA,,
Northern Mariana Islands,US,2022-11-27 04:31:13,15.0979,145.6739,13212,41,,,69.0,23959.08893079936,,,0.3103239479261278,580.0,MNP,,
Ohio,US,2022-11-27 04:31:13,40.3888,-82.7649,3227759,40764,,,39.0,27613.409073410272,,,1.2536871557015254,84000039.0,USA,,
Oklahoma,US,2022-11-27 04:31:13,35.5653,-96.9289,1220720,17254,,,40.0,30849.85965274954,,,1.413428140769382,84000040.0,USA,,
Oregon,US,2022-11-27 04:31:13,44.572,-122.0709,920718,8824,,,41.0,21829.66837429645,,,0.958382479760361,84000041.0,USA,,
Pennsylvania,US,2022-11-27 04:31:13,40.5908,-77.2098,3350067,48271,,,42.0,26168.33212401604,,,1.4408965552032242,84000042.0,USA,,
Puerto Rico,US,2022-11-27 04:31:13,18.2208,-66.5901,1006068,5351,,,72.0,31501.703043560217,,,0.5318725970809131,630.0,PRI,,
Rhode Island,US,2022-11-27 04:31:13,41.6809,-71.5118,436904,3743,,,44.0,41242.22054615943,,,0.8567099408565726,84000044.0,USA,,
South Carolina,US,2022-11-27 04:31:13,33.8569,-80.945,1735351,18707,,,45.0,33704.5522435311,,,1.077995172158255,84000045.0,USA,,
South Dakota,US,2022-11-27 04:31:13,44.2998,-99.4388,267689,3096,,,46.0,30259.003751728065,,,1.156566015039841,84000046.0,USA,,
Tennessee,US,2022-11-27 04:31:13,35.7478,-86.6923,2389000,28304,,,47.0,34924.92649916373,,,1.186457164611393,84000047.0,USA,,
Texas,US,2022-11-27 04:31:13,31.0545,-97.5635,8067381,91156,,,48.0,27881.94985349816,,,1.1302947313397778,84000048.0,USA,,
Utah,US,2022-11-27 04:31:13,40.15,-111.8624,1058874,5110,,,49.0,33028.3179006088,,,0.4825881077446419,84000049.0,USA,,
Vermont,US,2022-11-27 04:31:13,44.0459,-72.7107,146442,770,,,50.0,23468.68294152621,,,0.5258054383305336,84000050.0,USA,,
Virgin Islands,US,2022-11-27 04:31:13,18.3358,-64.8963,23495,124,,,78.0,21903.083864712684,,,0.5277718663545435,850.0,VIR,,
Virginia,US,2022-11-27 04:31:13,37.7693,-78.17,2143804,22366,,,51.0,25116.27002411921,,,1.0432856735037346,84000051.0,USA,,
Washington,US,2022-11-27 04:31:13,47.4009,-121.4905,1854190,14743,,,53.0,24349.52139183045,,,0.7951180839072587,84000053.0,USA,,
West Virginia,US,2022-11-27 04:31:13,38.4912,-80.9545,613165,7594,,,54.0,34213.9902586116,,,1.2384920861432078,84000054.0,USA,,
Wisconsin,US,2022-11-27 04:31:13,44.2685,-89.6165,1921421,15589,,,55.0,33000.30537057183,,,0.8113266171234726,84000055.0,USA,,
Wyoming,US,2022-11-27 04:31:13,42.756,-107.3025,180426,1931,,,56.0,31174.634001371905,,,1.070244864930775,84000056.0,USA,,
