Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-12-24 04:32:09,32.3182,-86.9023,1568934,20737,,,1.0,31998.262353959723,,,1.3217254518035813,84000001.0,USA,,
Alaska,US,2022-12-24 04:32:09,61.3707,-152.4044,301099,1455,,,2.0,41159.32717741219,,,0.4832297682821929,84000002.0,USA,,
American Samoa,US,2022-12-24 04:32:09,-14.271,-170.132,8266,34,,,60.0,14855.95154652145,,,0.4113234938301476,16.0,ASM,,
Arizona,US,2022-12-24 04:32:09,33.7298,-111.4312,2373361,32038,,,4.0,32606.85914839113,,,1.3498999941433267,84000004.0,USA,,
Arkansas,US,2022-12-24 04:32:09,34.9697,-92.3731,981276,12682,,,5.0,32516.22703131151,,,1.2923988765647991,84000005.0,USA,,
California,US,2022-12-24 04:32:09,36.1162,-119.6816,11776979,98292,,,6.0,29801.983047119367,,,0.835511173863264,84000006.0,USA,,
Colorado,US,2022-12-24 04:32:09,39.0598,-105.3111,1730451,13841,,,8.0,30049.14620152756,,,0.799849287844614,84000008.0,USA,,
Connecticut,US,2022-12-24 04:32:09,41.5978,-72.7554,943284,11733,,,9.0,26457.449288093776,,,1.2438459679163434,84000009.0,USA,,
Delaware,US,2022-12-24 04:32:09,39.3185,-75.5071,320581,3205,,,10.0,32921.83732403334,,,0.9997473337471652,84000010.0,USA,,
Diamond Princess,US,2022-12-24 04:32:09,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-12-24 04:32:09,38.8974,-77.0268,173386,1411,,,11.0,24567.65790670621,,,0.8137911942140658,84000011.0,USA,,
Florida,US,2022-12-24 04:32:09,27.7663,-81.6868,7312963,83606,,,12.0,34049.038779085524,,,1.1432575277626866,84000012.0,USA,,
Georgia,US,2022-12-24 04:32:09,33.0406,-83.6431,2974619,41361,,,13.0,28016.393431814857,,,1.3904637871270236,84000013.0,USA,,
Grand Princess,US,2022-12-24 04:32:09,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-12-24 04:32:09,13.4443,144.7937,59827,411,,,66.0,36429.01071065402,,,0.6869807946245007,316.0,GUM,,
Hawaii,US,2022-12-24 04:32:09,21.0943,-157.4983,371103,1758,,,15.0,26210.208267414004,,,0.4737229286747884,84000015.0,USA,,
Idaho,US,2022-12-24 04:32:09,44.2405,-114.4788,510535,5303,,,16.0,28568.350899379708,,,1.0387142899115631,84000016.0,USA,,
Illinois,US,2022-12-24 04:32:09,40.3495,-88.9861,3953928,40610,,,17.0,31202.524088684648,,,1.0270799063614715,84000017.0,USA,,
Indiana,US,2022-12-24 04:32:09,39.8494,-86.2583,1996253,25303,,,18.0,29515.03805803109,,,1.2734163824466525,84000018.0,USA,,
Iowa,US,2022-12-24 04:32:09,42.0115,-93.2105,884263,10389,,,19.0,28026.731578063245,,,1.174876705233624,84000019.0,USA,,
Kansas,US,2022-12-24 04:32:09,38.5266,-96.7265,914344,9709,,,20.0,31396.65000065218,,,1.0614606371824993,84000020.0,USA,,
Kentucky,US,2022-12-24 04:32:09,37.6681,-84.6701,1655183,17625,,,21.0,37047.98896427738,,,1.0648369394804078,84000021.0,USA,,
Louisiana,US,2022-12-24 04:32:09,31.1695,-91.8678,1507707,18345,,,22.0,32432.21790425646,,,1.2167483469931493,84000022.0,USA,,
Maine,US,2022-12-24 04:32:09,44.6939,-69.3819,305446,2779,,,23.0,22723.05261372462,,,0.9098171198837112,84000023.0,USA,,
Maryland,US,2022-12-24 04:32:09,39.0639,-76.8021,1311398,15905,,,24.0,21691.488798613223,,,1.2128278371630885,84000024.0,USA,,
Massachusetts,US,2022-12-24 04:32:09,42.2302,-71.5301,2144967,22793,,,25.0,31120.29113371441,,,1.062627070719503,84000025.0,USA,,
Michigan,US,2022-12-24 04:32:09,43.3266,-84.5361,2977727,40657,,,26.0,29816.45777044769,,,1.3653702975457456,84000026.0,USA,,
Minnesota,US,2022-12-24 04:32:09,45.6945,-93.9002,1731172,14273,,,27.0,30696.54190202481,,,0.8244703588089456,84000027.0,USA,,
Mississippi,US,2022-12-24 04:32:09,32.7416,-89.6787,951070,13083,,,28.0,31956.39734435339,,,1.3756085251348482,84000028.0,USA,,
Missouri,US,2022-12-24 04:32:09,38.4561,-92.2884,1725588,22209,,,29.0,28115.81659287897,,,1.2870395482583328,84000029.0,USA,,
Montana,US,2022-12-24 04:32:09,46.9219,-110.4544,322270,3617,,,30.0,30153.128151964207,,,1.1223508238433613,84000030.0,USA,,
Nebraska,US,2022-12-24 04:32:09,41.1254,-98.2681,553378,4684,,,31.0,28607.098399096776,,,0.846437697197937,84000031.0,USA,,
Nevada,US,2022-12-24 04:32:09,38.3135,-117.0554,874117,11705,,,32.0,28378.98470077489,,,1.3390655941939122,84000032.0,USA,,
New Hampshire,US,2022-12-24 04:32:09,43.4525,-71.5639,366116,2851,,,33.0,26926.383621225392,,,0.7787043081385662,84000033.0,USA,,
New Jersey,US,2022-12-24 04:32:09,40.2989,-74.521,2908732,35425,,,34.0,32747.914647175978,,,1.2178846315164134,84000034.0,USA,,
New Mexico,US,2022-12-24 04:32:09,34.8405,-106.2485,657140,8788,,,35.0,31339.70390527792,,,1.3373101622180965,84000035.0,USA,,
New York,US,2022-12-24 04:32:09,42.1657,-74.9481,6532655,74845,,,36.0,33580.76703797315,,,1.1457056893407045,84000036.0,USA,,
North Carolina,US,2022-12-24 04:32:09,35.6301,-79.8064,3316814,27629,,,37.0,31624.594158475466,,,0.832998172342495,84000037.0,USA,,
North Dakota,US,2022-12-24 04:32:09,47.5289,-99.784,280147,2422,,,38.0,36748.059869144505,,,0.8648671811114722,84000038.0,USA,,
Northern Mariana Islands,US,2022-12-24 04:32:09,15.0979,145.6739,13274,41,,,69.0,24071.521833744377,,,0.3088744914871176,580.0,MNP,,
Ohio,US,2022-12-24 04:32:09,40.3888,-82.7649,3294521,41134,,,39.0,28184.55655268584,,,1.239633925538796,84000039.0,USA,,
Oklahoma,US,2022-12-24 04:32:09,35.5653,-96.9289,1244121,17383,,,40.0,31441.24634726916,,,1.3972113644894668,84000040.0,USA,,
