Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-05-07 02:32:32,32.3182,-86.9023,8769,343,,,1,178.842935765222,,1158,,84000001.0,USA,,13.324128408698654,2020-05-06,160201,3.911506443152013
Alaska,US,2020-05-07 02:32:32,61.3707,-152.4044,373,10,284,79.0,2,50.98797749967535,,,,84000002.0,USA,3957.346645498361,,2020-05-06,23655,2.680965147453083
American Samoa,US,2020-05-07 02:32:32,-14.271,-170.132,0,0,,,60,0.0,,,,16.0,ASM,149.17057565464316,,2020-05-06,83,
Arizona,US,2020-05-07 02:32:32,33.7298,-111.4312,9707,426,1693,7588.0,4,133.36141520545448,,1430,,84000004.0,USA,1260.3457449987409,14.73163696301638,2020-05-06,122269,4.38858555681467
Arkansas,US,2020-05-07 02:32:32,34.9697,-92.3731,3611,87,2109,1415.0,5,119.65654495785677,,453,,84000005.0,USA,2278.9642595461537,12.54500138465799,2020-05-06,59003,2.409304901689283
California,US,2020-05-07 02:32:32,36.1162,-119.6816,61076,2443,,,6,154.57242180476658,,,,84000006.0,USA,2063.4136064977547,,2020-05-06,809036,3.985264019647974
Colorado,US,2020-05-07 02:32:32,39.0598,-105.3111,22111,1334,2801,14112.0,8,309.6512845874512,,2919,,84000008.0,USA,1517.18435035707,16.369448183041722,2020-05-06,85976,5.1536563481381785
Connecticut,US,2020-05-07 02:32:32,41.5978,-72.7554,30995,2718,4346,23931.0,9,869.3549775936692,,7758,,84000009.0,USA,3125.891407900682,25.02984352314889,2020-05-06,111447,8.769156315534763
Delaware,US,2020-05-07 02:32:32,39.3185,-75.5071,5778,272,2008,3498.0,10,593.367592147584,42107.0,,,84000010.0,USA,4.3241483562752373e-07,,2020-05-06,26468,4.707511249567324
Diamond Princess,US,2020-05-07 02:32:32,,,49,0,,,88888,,,,,84088888.0,USA,,,2020-05-06,,0.0
District of Columbia,US,2020-05-07 02:32:32,38.8974,-77.0268,5461,277,808,4376.0,11,773.7878480876345,,,,84000011.0,USA,3540.068777993309,,2020-05-06,24984,5.072331074894708
Florida,US,2020-05-07 02:32:32,27.7663,-81.6868,38002,1539,,,12,176.9367042719631,,6776,,84000012.0,USA,3406.0711330993577,17.830640492605653,2020-05-06,731547,4.049786853323509
Georgia,US,2020-05-07 02:32:32,33.0406,-83.6431,30743,1327,,,13,289.55237066470835,,5765,,84000013.0,USA,2013.3059247235017,18.75223628142992,2020-05-06,204137,4.316429756367303
Grand Princess,US,2020-05-07 02:32:32,,,103,3,,,99999,,,,,84099999.0,USA,,,2020-05-06,,2.912621359223301
Guam,US,2020-05-07 02:32:32,13.4443,144.7937,149,5,123,21.0,66,90.72697270275044,,,,316.0,GUM,2208.501543576348,,2020-05-06,3627,3.355704697986577
Hawaii,US,2020-05-07 02:32:32,21.0943,-157.4983,626,17,551,58.0,15,44.21303620666275,,73,,84000015.0,USA,2486.1808211127955,11.661341853035143,2020-05-06,35199,2.7156549520766773
Idaho,US,2020-05-07 02:32:32,44.2405,-114.4788,2158,66,1379,713.0,16,120.75665966263118,,203,,84000016.0,USA,1896.619490753476,9.406858202038926,2020-05-06,30545,3.0583873957367933
Illinois,US,2020-05-07 02:32:32,40.3495,-88.9861,68232,2974,,,17,538.454575707785,,,,84000017.0,USA,3078.311875785693,,2020-05-06,361260,4.35865869386798
Indiana,US,2020-05-07 02:32:32,39.8494,-86.2583,21870,1400,,,18,324.8557422151597,162664.0,,,84000018.0,USA,2.4162018496427405e-07,,2020-05-06,120496,6.401463191586648
Iowa,US,2020-05-07 02:32:32,42.0115,-93.2105,10404,219,3803,6382.0,19,329.75496581692323,,,,84000019.0,USA,2410.4508963782,,2020-05-06,63171,2.104959630911188
Kansas,US,2020-05-07 02:32:32,38.5266,-96.7265,5993,164,318,5511.0,20,205.7107472795586,,571,,84000020.0,USA,1727.0538136747034,9.52778241281495,2020-05-06,42114,2.7365259469380945
Kentucky,US,2020-05-07 02:32:32,37.6681,-84.6701,5934,283,2058,3593.0,21,132.82082193571463,,1603,,84000021.0,USA,1782.3137478628096,27.01381867205932,2020-05-06,61014,4.769127064374789
Louisiana,US,2020-05-07 02:32:32,31.1695,-91.8678,30399,2167,20316,7916.0,22,653.911530603421,,,,84000022.0,USA,4234.5167758402495,,2020-05-06,194672,7.128523964604099
Maine,US,2020-05-07 02:32:32,44.6939,-69.3819,1254,62,766,426.0,23,93.28885622208402,,191,,84000023.0,USA,1988.575867585004,15.231259968102073,2020-05-06,23346,4.944178628389155
Maryland,US,2020-05-07 02:32:32,39.0639,-76.8021,28163,1437,1903,24823.0,24,465.836762779373,146664.0,5497,,84000024.0,USA,2.425930581836948e-07,19.51851720342293,2020-05-06,144012,5.102439370805668
Massachusetts,US,2020-05-07 02:32:32,42.2302,-71.5301,72025,4420,,,25,1044.9759688171337,434822.0,7080,,84000025.0,USA,6.308622571509944e-07,9.829920166608815,2020-05-06,339639,6.136758070114544
Michigan,US,2020-05-07 02:32:32,43.3266,-84.5361,45179,4256,15659,25264.0,26,452.3845690390881,282451.0,,,84000026.0,USA,2.828227138928695e-07,,2020-05-06,233231,9.420305894331436
Minnesota,US,2020-05-07 02:32:32,45.6945,-93.9002,8579,485,5005,3089.0,27,152.11985462881265,,1405,,84000027.0,USA,1884.8280159128392,16.377200139876443,2020-05-06,93232,5.65333955006411
Mississippi,US,2020-05-07 02:32:32,32.7416,-89.6787,8424,374,4421,3629.0,28,283.0503445896022,,1392,,84000028.0,USA,2781.3219508387315,16.524216524216524,2020-05-06,80525,4.439696106362773
