Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2023-02-13 04:32:45,32.3182,-86.9023,1627670,20892,,,1.0,33196.17758660952,,,1.2835525628659372,84000001.0,USA,,
Alaska,US,2023-02-13 04:32:45,61.3707,-152.4044,305060,1473,,,2.0,41700.78395724118,,,0.4828558316396774,84000002.0,USA,,
American Samoa,US,2023-02-13 04:32:45,-14.271,-170.132,8320,34,,,60.0,14953.002282489531,,,0.4086538461538461,16.0,ASM,,
Arizona,US,2023-02-13 04:32:45,33.7298,-111.4312,2404386,32936,,,4.0,33033.10185022993,,,1.3698299690648672,84000004.0,USA,,
Arkansas,US,2023-02-13 04:32:45,34.9697,-92.3731,999652,12925,,,5.0,33125.146629801005,,,1.2929499465814105,84000005.0,USA,,
California,US,2023-02-13 04:32:45,36.1162,-119.6816,12036268,100210,,,6.0,30451.101169377383,,,0.8336168156884857,84000006.0,USA,,
Colorado,US,2023-02-13 04:32:45,39.0598,-105.3111,1751885,14083,,,8.0,30421.34593424668,,,0.8038769668100361,84000008.0,USA,,
Connecticut,US,2023-02-13 04:32:45,41.5978,-72.7554,971336,12036,,,9.0,27244.258316371164,,,1.2391180806641575,84000009.0,USA,,
Delaware,US,2023-02-13 04:32:45,39.3185,-75.5071,327873,3288,,,10.0,33670.68406718671,,,1.002827314234475,84000010.0,USA,,
Diamond Princess,US,2023-02-13 04:32:45,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2023-02-13 04:32:45,38.8974,-77.0268,176845,1425,,,11.0,25057.775498087845,,,0.8057903814074472,84000011.0,USA,,
Florida,US,2023-02-13 04:32:45,27.7663,-81.6868,7483857,85710,,,12.0,34844.71851014844,,,1.1452650685335115,84000012.0,USA,,
Georgia,US,2023-02-13 04:32:45,33.0406,-83.6431,3042823,42161,,,13.0,28658.771530530525,,,1.3855883171646857,84000013.0,USA,,
Grand Princess,US,2023-02-13 04:32:45,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2023-02-13 04:32:45,13.4443,144.7937,60903,416,,,66.0,37084.19341285644,,,0.6830533799648622,316.0,GUM,,
Hawaii,US,2023-02-13 04:32:45,21.0943,-157.4983,378481,1805,,,15.0,26731.30056954301,,,0.476906370465096,84000015.0,USA,,
Idaho,US,2023-02-13 04:32:45,44.2405,-114.4788,516578,5378,,,16.0,28906.503121039244,,,1.0410818888919002,84000016.0,USA,,
Illinois,US,2023-02-13 04:32:45,40.3495,-88.9861,4040139,41261,,,17.0,31882.860403410054,,,1.0212767432011622,84000017.0,USA,,
Indiana,US,2023-02-13 04:32:45,39.8494,-86.2583,2033879,25959,,,18.0,30211.12355376437,,,1.2763296144952576,84000018.0,USA,,
Iowa,US,2023-02-13 04:32:45,42.0115,-93.2105,897136,10625,,,19.0,28434.74154297686,,,1.184324338784755,84000019.0,USA,,
Kansas,US,2023-02-13 04:32:45,38.5266,-96.7265,930463,9995,,,20.0,31938.30119238777,,,1.0741963946981234,84000020.0,USA,,
Kentucky,US,2023-02-13 04:32:45,37.6681,-84.6701,1698146,17939,,,21.0,38009.630516826095,,,1.0563873777637494,84000021.0,USA,,
Louisiana,US,2023-02-13 04:32:45,31.1695,-91.8678,1555480,18624,,,22.0,33459.86077249282,,,1.1973152981716255,84000022.0,USA,,
Maine,US,2023-02-13 04:32:45,44.6939,-69.3819,313881,2897,,,23.0,23350.557798918624,,,0.9229612496455664,84000023.0,USA,,
Maryland,US,2023-02-13 04:32:45,39.0639,-76.8021,1352861,16354,,,24.0,22377.31735718728,,,1.208845550281958,84000024.0,USA,,
Massachusetts,US,2023-02-13 04:32:45,42.2302,-71.5301,2206312,23901,,,25.0,32010.316136242523,,,1.0833010018528657,84000025.0,USA,,
Michigan,US,2023-02-13 04:32:45,43.3266,-84.5361,3036304,41809,,,26.0,30402.998661140336,,,1.3769701584558067,84000026.0,USA,,
Minnesota,US,2023-02-13 04:32:45,45.6945,-93.9002,1761893,14682,,,27.0,31241.27602652088,,,0.8333082655984217,84000027.0,USA,,
Mississippi,US,2023-02-13 04:32:45,32.7416,-89.6787,981020,13257,,,28.0,32962.73136862435,,,1.3513485963588918,84000028.0,USA,,
Missouri,US,2023-02-13 04:32:45,38.4561,-92.2884,1761345,22668,,,29.0,28698.422205523224,,,1.286971036338707,84000029.0,USA,,
Montana,US,2023-02-13 04:32:45,46.9219,-110.4544,327175,3645,,,30.0,30612.06349681599,,,1.1140826774661878,84000030.0,USA,,
Nebraska,US,2023-02-13 04:32:45,41.1254,-98.2681,561712,4790,,,31.0,29037.92788284581,,,0.8527501637850001,84000031.0,USA,,
Nevada,US,2023-02-13 04:32:45,38.3135,-117.0554,885416,11894,,,32.0,28745.816770319427,,,1.3433233643846507,84000032.0,USA,,
New Hampshire,US,2023-02-13 04:32:45,43.4525,-71.5639,374983,2962,,,33.0,27578.507491665507,,,0.7898919432088494,84000033.0,USA,,
New Jersey,US,2023-02-13 04:32:45,40.2989,-74.521,3021244,35866,,,34.0,34014.62927498736,,,1.187126892101399,84000034.0,USA,,
New Mexico,US,2023-02-13 04:32:45,34.8405,-106.2485,666445,9001,,,35.0,31783.469229012,,,1.350599074192169,84000035.0,USA,,
New York,US,2023-02-13 04:32:45,42.1657,-74.9481,6746006,76775,,,36.0,34677.48655374715,,,1.138080814040189,84000036.0,USA,,
North Carolina,US,2023-02-13 04:32:45,35.6301,-79.8064,3438259,28235,,,37.0,32782.527294785206,,,0.8212004971120559,84000037.0,USA,,
North Dakota,US,2023-02-13 04:32:45,47.5289,-99.784,284865,2458,,,38.0,37349.585729245126,,,0.8635863779613319,84000038.0,USA,,
Northern Mariana Islands,US,2023-02-13 04:32:45,15.0979,145.6739,13582,41,,,69.0,24630.059480632524,,,0.301870122220586,580.0,MNP,,
Ohio,US,2023-02-13 04:32:45,40.3888,-82.7649,3364860,41728,,,39.0,28786.3051903055,,,1.2343752786148607,84000039.0,USA,,
Oklahoma,US,2023-02-13 04:32:45,35.5653,-96.9289,1278295,17767,,,40.0,32304.886742915223,,,1.3898982629205308,84000040.0,USA,,
Oregon,US,2023-02-13 04:32:45,44.572,-122.0709,954077,9250,,,41.0,22620.590141111217,,,0.9695234242099956,84000041.0,USA,,
Pennsylvania,US,2023-02-13 04:32:45,40.5908,-77.2098,3490499,49921,,,42.0,27265.286667563923,,,1.4301966566957904,84000042.0,USA,,
Puerto Rico,US,2023-02-13 04:32:45,18.2208,-66.5901,1091809,5750,,,72.0,34186.39982415347,,,0.5266488918849359,630.0,PRI,,
Rhode Island,US,2023-02-13 04:32:45,41.6809,-71.5118,457162,3841,,,44.0,43154.5054046732,,,0.8401835673131187,84000044.0,USA,,
South Carolina,US,2023-02-13 04:32:45,33.8569,-80.945,1818546,19330,,,45.0,35320.39262619753,,,1.062937093700132,84000045.0,USA,,
South Dakota,US,2023-02-13 04:32:45,44.2998,-99.4388,275672,3153,,,46.0,31161.385347348525,,,1.143750544124902,84000046.0,USA,,
Tennessee,US,2023-02-13 04:32:45,35.7478,-86.6923,2496685,29113,,,47.0,36423.2629011942,,,1.1681236049735306,84000047.0,USA,,
Texas,US,2023-02-13 04:32:45,31.0545,-97.5635,8399403,92908,,,48.0,28967.573014939604,,,1.10612623301918,84000048.0,USA,,
Utah,US,2023-02-13 04:32:45,40.15,-111.8624,1083959,5270,,,49.0,33810.76732758196,,,0.486180750378935,84000049.0,USA,,
Vermont,US,2023-02-13 04:32:45,44.0459,-72.7107,150985,901,,,50.0,24196.740647671675,,,0.5967480213266219,84000050.0,USA,,
Virgin Islands,US,2023-02-13 04:32:45,18.3358,-64.8963,24672,129,,,78.0,23000.33560800985,,,0.5228599221789884,850.0,VIR,,
Virginia,US,2023-02-13 04:32:45,37.7693,-78.17,2269006,23462,,,51.0,26583.105256985546,,,1.0340210647305472,84000051.0,USA,,
Washington,US,2023-02-13 04:32:45,47.4009,-121.4905,1915286,15510,,,53.0,25151.84389327598,,,0.8098007294994064,84000053.0,USA,,
West Virginia,US,2023-02-13 04:32:45,38.4912,-80.9545,637100,7904,,,54.0,35549.539184006666,,,1.240621566473081,84000054.0,USA,,
Wisconsin,US,2023-02-13 04:32:45,44.2685,-89.6165,1989977,16193,,,55.0,34177.75109172556,,,0.8137279978612818,84000055.0,USA,,
Wyoming,US,2023-02-13 04:32:45,42.756,-107.3025,184251,1994,,,56.0,31835.53085135609,,,1.0822193638026387,84000056.0,USA,,
