Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-05-27 02:32:37,32.3182,-86.9023,15899,580,7951,7368.0,1,324.25861965232804,,1671,,84000001.0,USA,,10.677316293929712,2020-05-26,284373,3.6480281778728223
Alaska,US,2020-05-27 02:32:37,61.3707,-152.4044,412,10,362,40.0,2,56.31916013368966,,,,84000002.0,USA,6146.443486046655,,2020-05-26,44964,2.4271844660194173
American Samoa,US,2020-05-27 02:32:37,-14.271,-170.132,0,0,,,60,0.0,,,,16.0,ASM,222.8572455563344,,2020-05-26,124,
Arizona,US,2020-05-27 02:32:37,33.7298,-111.4312,16864,810,4297,11757.0,4,231.6891836844323,,1988,,84000004.0,USA,2620.393126975537,11.78842504743833,2020-05-26,264185,4.803130929791271
Arkansas,US,2020-05-27 02:32:37,34.9697,-92.3731,6180,119,4332,1729.0,5,204.78467123776096,,617,,84000005.0,USA,3703.785931757,9.983818770226538,2020-05-26,111773,1.9255663430420715
California,US,2020-05-27 02:32:37,36.1162,-119.6816,99912,3746,,,6,252.8458092575556,,,,84000006.0,USA,4293.344872041242,,2020-05-26,1696396,3.748561133076423
Colorado,US,2020-05-27 02:32:37,39.0598,-105.3111,28128,1579,3702,19511.0,8,426.5693027080943,,4128,,84000008.0,USA,2709.1188066270097,16.81329423264907,2020-05-26,156011,5.50376552004885
Connecticut,US,2020-05-27 02:32:37,41.5978,-72.7554,41303,3769,7127,30407.0,9,1158.4761619471308,,12538,,84000009.0,USA,6321.005854507645,30.35614846379197,2020-05-26,225362,9.125245139578238
Delaware,US,2020-05-27 02:32:37,39.3185,-75.5071,9066,465,4802,3799.0,10,931.0264088629276,70121.0,,,84000010.0,USA,7.201026121318923e-07,,2020-05-26,54914,5.129053606882859
Diamond Princess,US,2020-05-27 02:32:37,,,49,0,,,88888,,,,,84088888.0,USA,,,2020-05-26,,0.0
District of Columbia,US,2020-05-27 02:32:37,38.8974,-77.0268,8334,440,1080,6814.0,11,1180.8730866072783,,,,84000011.0,USA,5958.917405479852,,2020-05-26,42055,5.279577633789297
Florida,US,2020-05-27 02:32:37,27.7663,-81.6868,52255,2259,,,12,243.29844433796725,,9740,,84000012.0,USA,6196.663084197371,18.639364654100085,2020-05-26,1330903,4.323031288871879
Georgia,US,2020-05-27 02:32:37,33.0406,-83.6431,43983,1896,,,13,414.2530631020352,,7547,,84000013.0,USA,4849.99985401354,17.158902303162584,2020-05-26,514945,4.310756428620149
Grand Princess,US,2020-05-27 02:32:37,,,103,3,,,99999,,,,,84099999.0,USA,,,2020-05-26,,2.912621359223301
Guam,US,2020-05-27 02:32:37,13.4443,144.7937,167,5,139,23.0,66,101.68727812992832,,,,316.0,GUM,3461.020891559956,,2020-05-26,5684,2.9940119760479043
Hawaii,US,2020-05-27 02:32:37,21.0943,-157.4983,643,17,592,34.0,15,45.41370971387244,,84,,84000015.0,USA,3557.595601862315,13.063763608087092,2020-05-26,50371,2.6438569206842923
Idaho,US,2020-05-27 02:32:37,44.2405,-114.4788,2626,79,1755,792.0,16,146.94485091476807,,225,,84000016.0,USA,2316.983433730726,8.568164508758569,2020-05-26,41406,3.0083777608530085
Illinois,US,2020-05-27 02:32:37,40.3495,-88.9861,113195,4923,,,17,893.2812418988557,,,,84000017.0,USA,6209.005004095307,,2020-05-26,786794,4.3491320287998585
Indiana,US,2020-05-27 02:32:37,39.8494,-86.2583,32078,2017,,,18,476.4847964690394,296939.0,5285,,84000018.0,USA,4.410715100028683e-07,16.47546605149947,2020-05-26,230749,6.287798491177754
Iowa,US,2020-05-27 02:32:37,42.0115,-93.2105,17703,477,9791,7435.0,19,561.0969011781038,,,,84000019.0,USA,4278.954191190686,,2020-05-26,135004,2.694458566344687
Kansas,US,2020-05-27 02:32:37,38.5266,-96.7265,9199,210,493,8496.0,20,315.75724415562485,,800,,84000020.0,USA,2794.034559954746,8.696597456245245,2020-05-26,81399,2.2828568322643767
Kentucky,US,2020-05-27 02:32:37,37.6681,-84.6701,8951,394,3102,5455.0,21,200.35038374563223,,2131,,84000021.0,USA,3801.889708579836,23.8073958216959,2020-05-26,169856,4.401742822031058
Louisiana,US,2020-05-27 02:32:37,31.1695,-91.8678,38054,2702,28700,6652.0,22,818.5778935353986,,,,84000022.0,USA,7335.795047059517,,2020-05-26,341026,7.100436222210543
Maine,US,2020-05-27 02:32:37,44.6939,-69.3819,2109,79,1318,712.0,23,156.8948945553231,,258,,84000023.0,USA,2794.12771199781,12.233285917496444,2020-05-26,37559,3.745851114272167
Maryland,US,2020-05-27 02:32:37,39.0639,-76.8021,47687,2333,3334,42020.0,24,788.7781027113575,284250.0,8179,,84000024.0,USA,4.70170435749163e-07,17.15142491664395,2020-05-26,254487,4.892318661270367
Massachusetts,US,2020-05-27 02:32:37,42.2302,-71.5301,93693,6473,,,25,1359.3465247675626,696585.0,9388,,84000025.0,USA,1.010641562288765e-06,10.019958801618053,2020-05-26,545481,6.908733843510188
Michigan,US,2020-05-27 02:32:37,43.3266,-84.5361,55104,5266,33168,16670.0,26,551.7651849826227,561095.0,,,84000026.0,USA,5.618334176608317e-07,,2020-05-26,484279,9.556475029036005
Minnesota,US,2020-05-27 02:32:37,45.6945,-93.9002,21960,908,15523,5529.0,27,389.3871089461156,,2709,,84000027.0,USA,3721.8385880497167,12.336065573770492,2020-05-26,209898,4.134790528233151
Mississippi,US,2020-05-27 02:32:37,32.7416,-89.6787,13731,652,9401,3678.0,28,461.36802962486087,,2070,,84000028.0,USA,4966.787617152233,15.075376884422113,2020-05-26,147819,4.748379579054694
Missouri,US,2020-05-27 02:32:37,38.4561,-92.2884,12565,700,,,29,204.72745260718327,,,,84000029.0,USA,2611.8106803045184,,2020-05-26,160298,5.571030640668524
Montana,US,2020-05-27 02:32:37,46.9219,-110.4544,479,17,441,21.0,30,44.81753928318136,33834.0,65,,84000030.0,USA,3165.671449075486,13.569937369519833,2020-05-26,33834,3.549060542797495
Nebraska,US,2020-05-27 02:32:37,41.1254,-98.2681,12619,147,,,31,652.3442831088374,,,,84000031.0,USA,4551.366619658314,,2020-05-26,88042,1.1649100562643633
Nevada,US,2020-05-27 02:32:37,38.3135,-117.0554,8057,394,374,7289.0,32,261.57766035226786,,,,84000032.0,USA,4005.21921616957,,2020-05-26,123367,4.890157626908279
New Hampshire,US,2020-05-27 02:32:37,43.4525,-71.5639,4231,214,2434,1583.0,33,311.16906460269865,,420,,84000033.0,USA,4980.984929885836,9.9267312692035,2020-05-26,67727,5.057905932403688
