Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2023-02-07 04:31:52,32.3182,-86.9023,1617850,20882,,,1.0,32995.899604032886,,,1.2907253453657632,84000001.0,USA,,
Alaska,US,2023-02-07 04:31:52,61.3707,-152.4044,304368,1473,,,2.0,41606.18963973508,,,0.4839536350733323,84000002.0,USA,,
American Samoa,US,2023-02-07 04:31:52,-14.271,-170.132,8320,34,,,60.0,14953.002282489531,,,0.4086538461538461,16.0,ASM,,
Arizona,US,2023-02-07 04:31:52,33.7298,-111.4312,2401287,32882,,,4.0,32990.525665443514,,,1.3693490199214005,84000004.0,USA,,
Arkansas,US,2023-02-07 04:31:52,34.9697,-92.3731,997970,12891,,,5.0,33069.410737079015,,,1.2917221960579977,84000005.0,USA,,
California,US,2023-02-07 04:31:52,36.1162,-119.6816,12015243,100258,,,6.0,30398.474416385023,,,0.8354596280960807,84000006.0,USA,,
Colorado,US,2023-02-07 04:31:52,39.0598,-105.3111,1750500,14046,,,8.0,30397.29551762748,,,0.8023993144815766,84000008.0,USA,,
Connecticut,US,2023-02-07 04:31:52,41.5978,-72.7554,969194,11973,,,9.0,27184.179001578275,,,1.2353563889169763,84000009.0,USA,,
Delaware,US,2023-02-07 04:31:52,39.3185,-75.5071,326847,3265,,,10.0,33565.31972839415,,,0.998938341181042,84000010.0,USA,,
Diamond Princess,US,2023-02-07 04:31:52,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2023-02-07 04:31:52,38.8974,-77.0268,176425,1422,,,11.0,24998.26425542225,,,0.8060082187898541,84000011.0,USA,,
Florida,US,2023-02-07 04:31:52,27.7663,-81.6868,7483857,85710,,,12.0,34844.71851014844,,,1.1452650685335115,84000012.0,USA,,
Georgia,US,2023-02-07 04:31:52,33.0406,-83.6431,3035874,42054,,,13.0,28593.322503963533,,,1.3852353556175256,84000013.0,USA,,
Grand Princess,US,2023-02-07 04:31:52,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2023-02-07 04:31:52,13.4443,144.7937,60837,416,,,66.0,37044.00562629012,,,0.6837944014333383,316.0,GUM,,
