Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-08-10 04:35:08,32.3182,-86.9023,101466,1768,37923,61775.0,1,2069.389590643633,,11537,,84000001.0,USA,,11.385122466299563,2020-08-09,1173464,1.7424556008909389
Alaska,US,2020-08-10 04:35:08,61.3707,-152.4044,3760,26,1269,2465.0,2,513.980684715226,,,,84000002.0,USA,37990.69093493907,,2020-08-09,277919,0.6914893617021277
American Samoa,US,2020-08-10 04:35:08,-14.271,-170.132,0,0,,,60,0.0,,,,16.0,ASM,2508.941248360022,,2020-08-09,1396,
Arizona,US,2020-08-10 04:35:08,33.7298,-111.4312,186923,4150,25527,157246.0,4,2568.0762145306653,,19268,,84000004.0,USA,14048.67094022202,10.30798778106493,2020-08-09,1452522,2.220165522701861
Arkansas,US,2020-08-10 04:35:08,34.9697,-92.3731,49383,544,41452,7387.0,5,1636.3885792450403,,3284,,84000005.0,USA,18683.48640269547,6.650061762144868,2020-08-09,563831,1.1015936658364214
California,US,2020-08-10 04:35:08,36.1162,-119.6816,569313,10291,,,6,1440.70355140484,,,,84000006.0,USA,22337.692819763648,,2020-08-09,8826119,1.791643097808711
Colorado,US,2020-08-10 04:35:08,39.0598,-105.3111,54434,1887,5507,43295.0,8,879.706935688665,,6602,,84000008.0,USA,10173.760352966345,13.036609928517832,2020-08-09,585880,3.6675878405053295
Connecticut,US,2020-08-10 04:35:08,41.5978,-72.7554,50320,4441,8721,37158.0,9,1411.3870776742515,,10920,,84000009.0,USA,24251.42772517332,21.701112877583466,2020-08-09,864633,8.825516693163753
Delaware,US,2020-08-10 04:35:08,39.3185,-75.5071,15575,606,8449,6520.0,10,1599.463525043029,287395.0,,,84000010.0,USA,2.951382470495931e-06,,2020-08-09,198119,3.890850722311397
Diamond Princess,US,2020-08-10 04:35:08,,,49,0,,,88888,,,,,84088888.0,USA,,,2020-08-09,,0.0
District of Columbia,US,2020-08-10 04:35:08,38.8974,-77.0268,12753,591,10156,2006.0,11,1807.0163755102733,,,,84000011.0,USA,30880.95059291618,,2020-08-09,217942,4.634203716772524
Florida,US,2020-08-10 04:35:08,27.7663,-81.6868,532806,8186,,,12,2480.7362153657064,,30893,,84000012.0,USA,30739.583970136147,5.798170441023562,2020-08-09,6602167,1.536394109675942
Georgia,US,2020-08-10 04:35:08,33.0406,-83.6431,216596,4199,,,13,2040.0053760691271,,20628,,84000013.0,USA,17283.36527611267,9.523721583039393,2020-08-09,1835048,1.9386322923784367
Grand Princess,US,2020-08-10 04:35:08,,,103,3,,,99999,,,,,84099999.0,USA,,,2020-08-09,,2.912621359223301
Guam,US,2020-08-10 04:35:08,13.4443,144.7937,418,5,321,92.0,66,254.5226482533536,,,,316.0,GUM,14935.851767958156,,2020-08-09,24529,1.1961722488038278
Hawaii,US,2020-08-10 04:35:08,21.0943,-157.4983,3498,31,1511,1956.0,15,247.0562310717353,,237,,84000015.0,USA,10025.20001808073,6.775300171526586,2020-08-09,141944,0.8862206975414523
Idaho,US,2020-08-10 04:35:08,44.2405,-114.4788,24675,237,8921,15517.0,16,1380.7555964668325,,988,,84000016.0,USA,11461.866244372755,4.0040526849037485,2020-08-09,204831,0.96048632218845
Illinois,US,2020-08-10 04:35:08,40.3495,-88.9861,195380,7845,,,17,1541.8462745015102,,,,84000017.0,USA,24268.714023027944,,2020-08-09,3075288,4.015252328795168
Indiana,US,2020-08-10 04:35:08,39.8494,-86.2583,74328,2981,54068,17279.0,18,1104.0639052294644,1131749.0,9354,,84000018.0,USA,1.681093559196455e-06,12.58475944462383,2020-08-09,841125,4.010601657518028
Iowa,US,2020-08-10 04:35:08,42.0115,-93.2105,48919,931,37096,10892.0,19,1550.488578700314,,,,84000019.0,USA,16443.692216020565,,2020-08-09,518810,1.903146016885055
Kansas,US,2020-08-10 04:35:08,38.5266,-96.7265,30644,381,1293,28970.0,20,1051.86052722089,,1875,,84000020.0,USA,10864.328390279936,6.1150609875415824,2020-08-09,316512,1.243310272810338
Kentucky,US,2020-08-10 04:35:08,37.6681,-84.6701,34982,773,8674,25535.0,21,783.0026951390579,,4002,,84000021.0,USA,14522.974264231068,11.440169229889657,2020-08-09,648839,2.2097078497513007
Louisiana,US,2020-08-10 04:35:08,31.1695,-91.8678,131399,4263,89083,38053.0,22,2826.518017361062,,,,84000022.0,USA,33139.153939709955,,2020-08-09,1540571,3.244316927830501
Maine,US,2020-08-10 04:35:08,44.6939,-69.3819,4044,125,3512,407.0,23,300.8454023621274,,393,,84000023.0,USA,14059.240655491842,9.718100890207715,2020-08-09,188986,3.0909990108803167
Maryland,US,2020-08-10 04:35:08,39.0639,-76.8021,95503,3585,5910,86008.0,24,1579.6899604345583,1433396.0,13177,,84000024.0,USA,2.3709425573301926e-06,13.797472330712123,2020-08-09,1039345,3.7538087808759935
Massachusetts,US,2020-08-10 04:35:08,42.2302,-71.5301,121040,8735,99021,13284.0,25,1756.110951275611,1763161.0,12054,,84000025.0,USA,2.558085212295156e-06,9.958691341705222,2020-08-09,1319939,7.216622604097819
Michigan,US,2020-08-10 04:35:08,43.3266,-84.5361,96726,6519,63636,26571.0,26,968.5329428467836,2127348.0,,,84000026.0,USA,2.1301476530604173e-06,,2020-08-09,2101332,6.739656348861733
Minnesota,US,2020-08-10 04:35:08,45.6945,-93.9002,60898,1698,53568,5632.0,27,1079.8222295355442,,5555,,84000027.0,USA,16578.617186369607,9.121810240073566,2020-08-09,934973,2.7882689086669514
Mississippi,US,2020-08-10 04:35:08,32.7416,-89.6787,67173,1896,42391,22886.0,28,2257.044254168726,,4606,,84000028.0,USA,16602.56257331202,6.856921679841603,2020-08-09,494117,2.822562636773704
Missouri,US,2020-08-10 04:35:08,38.4561,-92.2884,60307,1354,,,29,982.6103051636612,,,,84000029.0,USA,12264.74673104108,,2020-08-09,752740,2.2451788349611155
Montana,US,2020-08-10 04:35:08,46.9219,-110.4544,4952,75,3275,1602.0,30,463.3328904599459,189946.0,272,,84000030.0,USA,17772.259533785316,5.492730210016156,2020-08-09,189946,1.5145395799676895
Nebraska,US,2020-08-10 04:35:08,41.1254,-98.2681,28432,345,20746,7341.0,31,1469.8036815397786,,1715,,84000031.0,USA,15491.768024119006,6.031935846933033,2020-08-09,299674,1.213421496904896
Nevada,US,2020-08-10 04:35:08,38.3135,-117.0554,56230,957,1297,53976.0,32,1825.556887378432,,,,84000032.0,USA,16804.473539651888,,2020-08-09,517604,1.701938467010493
New Hampshire,US,2020-08-10 04:35:08,43.4525,-71.5639,6835,419,6063,353.0,33,502.6803489859242,,701,,84000033.0,USA,19127.15275525461,10.25603511338698,2020-08-09,260074,6.130212143379664
New Jersey,US,2020-08-10 04:35:08,40.2989,-74.521,187399,15874,32977,138548.0,34,2109.8287697065703,,21992,,84000034.0,USA,25915.365467300293,11.902171854112884,2020-08-09,2301852,8.470696215027829
New Mexico,US,2020-08-10 04:35:08,34.8405,-106.2485,22315,685,9262,12368.0,35,1064.2260289227208,,2838,,84000035.0,USA,29574.56235105485,12.717902755993729,2020-08-09,620128,3.0696840690118754
New York,US,2020-08-10 04:35:08,42.1657,-74.9481,420860,32607,73689,314564.0,36,2163.408539958314,6509644.0,89995,,84000036.0,USA,33462.48021120657,21.38359549493893,2020-08-09,6509644,7.747707075987265
North Carolina,US,2020-08-10 04:35:08,35.6301,-79.8064,136346,2192,105093,29061.0,37,1300.0086574440095,,,,84000037.0,USA,,,2020-08-09,1986548,1.6076745925806404
North Dakota,US,2020-08-10 04:35:08,47.5289,-99.784,7703,112,6355,1129.0,38,996.7692917374176,,415,,84000038.0,USA,22133.63217166057,5.463401790416008,2020-08-09,168672,1.4744602422327542
Northern Mariana Islands,US,2020-08-10 04:35:08,15.0979,145.6739,48,2,29,17.0,69,87.04482808646453,,4,,580.0,MNP,22307.050631075,8.333333333333334,2020-08-09,12301,4.166666666666667
Ohio,US,2020-08-10 04:35:08,40.3888,-82.7649,100848,3397,78435,19016.0,39,862.7524788050406,1778494.0,11565,,84000039.0,USA,1.5214978056479969e-06,11.467753450737744,2020-08-09,1668548,3.3684356655560843
Oklahoma,US,2020-08-10 04:35:08,35.5653,-96.9289,43566,603,36052,6911.0,40,1100.993664093065,,3605,,84000040.0,USA,17539.956699202496,8.274801450672543,2020-08-09,694051,1.3841068723316348
Oregon,US,2020-08-10 04:35:08,44.572,-122.0709,21272,356,4111,16805.0,41,504.3462880686965,,1758,,84000041.0,USA,10598.97760339253,8.264385107183152,2020-08-09,447037,1.6735614892816848
