Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2021-10-30 04:31:53,32.3182,-86.9023,831165,15532,,,1.0,16951.53252426739,,,1.868702363549957,84000001.0,USA,,,2021-10-29,,
Alaska,US,2021-10-30 04:31:53,61.3707,-152.4044,137887,725,,,2.0,18848.73794503414,3308423.0,,0.525792859370354,84000002.0,USA,452251.4677839368,,2021-10-29,,
American Samoa,US,2021-10-30 04:31:53,-14.271,-170.132,4,0,,,60.0,7.188943405043044,2140.0,,0.0,16.0,ASM,3846.084721698028,,2021-10-29,,
Arizona,US,2021-10-30 04:31:53,33.7298,-111.4312,1163217,21096,,,4.0,15981.071938914509,13561425.0,,1.8135911012304669,84000004.0,USA,186316.146101023,,2021-10-29,,
Arkansas,US,2021-10-30 04:31:53,34.9697,-92.3731,512530,8353,,,5.0,16983.541674674696,4074088.0,,1.629758258053187,84000005.0,USA,135001.742989273,,2021-10-29,,
California,US,2021-10-30 04:31:53,36.1162,-119.6816,4908134,71909,,,6.0,12426.218084464648,101496250.0,,1.465454823187963,84000006.0,USA,256873.04407043863,,2021-10-29,,
Colorado,US,2021-10-30 04:31:53,39.0598,-105.3111,754817,8836,,,8.0,12858.047321495553,12013601.0,,1.1055275024613045,84000008.0,USA,208615.2412612768,,2021-10-29,,
Connecticut,US,2021-10-30 04:31:53,41.5978,-72.7554,402583,8764,,,9.0,11291.741730749867,10588906.0,,2.1769423944875963,84000009.0,USA,297000.10125412064,,2021-10-29,,
Delaware,US,2021-10-30 04:31:53,39.3185,-75.5071,143563,2089,,,10.0,14743.099970834824,2397635.0,,1.4551103000076622,84000010.0,USA,2.4622341758372665e-05,,2021-10-29,,
Diamond Princess,US,2021-10-30 04:31:53,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-10-29,,
District of Columbia,US,2021-10-30 04:31:53,38.8974,-77.0268,64240,1190,,,11.0,9102.386259137456,2217234.0,,1.852428393524284,84000011.0,USA,314167.5014771541,,2021-10-29,,
Florida,US,2021-10-30 04:31:53,27.7663,-81.6868,3690812,59670,,,12.0,17184.361648529357,41777164.0,,1.616717405275587,84000012.0,USA,194513.8074835352,,2021-10-29,,
Georgia,US,2021-10-30 04:31:53,33.0406,-83.6431,1634093,29065,,,13.0,15390.67436608676,12353678.0,,1.7786625363427908,84000013.0,USA,116352.8852528528,,2021-10-29,,
Grand Princess,US,2021-10-30 04:31:53,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-10-29,,
Guam,US,2021-10-30 04:31:53,13.4443,144.7937,18151,238,,,66.0,11052.250211594785,247174.0,,1.3112225221750868,316.0,GUM,150505.69631429284,,2021-10-29,,
Hawaii,US,2021-10-30 04:31:53,21.0943,-157.4983,83987,896,,,15.0,5931.821520589432,2523695.0,,1.0668317715836977,84000015.0,USA,178243.1603986801,,2021-10-29,,
Idaho,US,2021-10-30 04:31:53,44.2405,-114.4788,290872,3534,,,16.0,16276.52043993923,1010670.0,,1.2149674083445638,84000016.0,USA,56554.74199315638,,2021-10-29,,
Illinois,US,2021-10-30 04:31:53,40.3495,-88.9861,1695537,28614,,,17.0,13380.271075483151,35138061.0,,1.6634385594070034,84000017.0,USA,277292.9084146628,,2021-10-29,,
Indiana,US,2021-10-30 04:31:53,39.8494,-86.2583,1021817,16683,,,18.0,15178.011885828431,14467955.0,,1.632679824273818,84000018.0,USA,2.149061847215606e-05,,2021-10-29,,
Iowa,US,2021-10-30 04:31:53,42.0115,-93.2105,483736,6965,,,19.0,15332.021159593924,1715262.0,,1.439834951295748,84000019.0,USA,54365.259724823845,,2021-10-29,,
Kansas,US,2021-10-30 04:31:53,38.5266,-96.7265,435154,6417,,,20.0,14949.023689173224,1822180.0,,1.4734381601425448,84000020.0,USA,62546.63932552412,,2021-10-29,,
Kentucky,US,2021-10-30 04:31:53,37.6681,-84.6701,743156,9766,,,21.0,16634.073263643066,7318332.0,,1.3141251634919182,84000021.0,USA,163806.3484055346,,2021-10-29,,
Louisiana,US,2021-10-30 04:31:53,31.1695,-91.8678,758471,14547,,,22.0,16315.43578829262,9747063.0,,1.9179375348563097,84000022.0,USA,209668.6366399544,,2021-10-29,,
Maine,US,2021-10-30 04:31:53,44.6939,-69.3819,103671,1163,,,23.0,7712.399532216645,2941754.0,,1.121818059052194,84000023.0,USA,218845.98560346136,,2021-10-29,,
Maryland,US,2021-10-30 04:31:53,39.0639,-76.8021,559763,10865,,,24.0,9258.892299956333,14050530.0,,1.941000030369996,84000024.0,USA,2.324061147794789e-05,,2021-10-29,,
Massachusetts,US,2021-10-30 04:31:53,42.2302,-71.5301,851922,15496,,,25.0,12360.125196898718,31035235.0,,2.2297815997239185,84000025.0,USA,4.5027524833866594e-05,,2021-10-29,,
Michigan,US,2021-10-30 04:31:53,43.3266,-84.5361,1275103,23662,,,26.0,12767.810733647231,17417863.0,,1.855693226351126,84000026.0,USA,1.7440785424283136e-05,,2021-10-29,,
Minnesota,US,2021-10-30 04:31:53,45.6945,-93.9002,787550,8793,,,27.0,13964.563645287491,12029141.0,,1.1165005396482763,84000027.0,USA,213296.55906626533,,2021-10-29,,
