Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2023-02-02 04:31:52,32.3182,-86.9023,1617850,20882,,,1.0,32995.899604032886,,,1.2907253453657632,84000001.0,USA,,
Alaska,US,2023-02-02 04:31:52,61.3707,-152.4044,304368,1473,,,2.0,41606.18963973508,,,0.4839536350733323,84000002.0,USA,,
American Samoa,US,2023-02-02 04:31:52,-14.271,-170.132,8320,34,,,60.0,14953.002282489531,,,0.4086538461538461,16.0,ASM,,
Arizona,US,2023-02-02 04:31:52,33.7298,-111.4312,2401287,32882,,,4.0,32990.525665443514,,,1.3693490199214005,84000004.0,USA,,
Arkansas,US,2023-02-02 04:31:52,34.9697,-92.3731,996887,12865,,,5.0,33033.52371459512,,,1.290517380605826,84000005.0,USA,,
California,US,2023-02-02 04:31:52,36.1162,-119.6816,12003780,100019,,,6.0,30339.163655762928,,,0.8350991743355135,84000006.0,USA,,
Colorado,US,2023-02-02 04:31:52,39.0598,-105.3111,1749557,14046,,,8.0,30380.92039642033,,,0.8028318025648778,84000008.0,USA,,
Connecticut,US,2023-02-02 04:31:52,41.5978,-72.7554,967429,11964,,,9.0,27134.6738705748,,,1.2366799010573386,84000009.0,USA,,
Delaware,US,2023-02-02 04:31:52,39.3185,-75.5071,326847,3265,,,10.0,33565.31972839415,,,0.998938341181042,84000010.0,USA,,
Diamond Princess,US,2023-02-02 04:31:52,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2023-02-02 04:31:52,38.8974,-77.0268,176012,1422,,,11.0,24939.744866801087,,,0.8078994614003591,84000011.0,USA,,
Florida,US,2023-02-02 04:31:52,27.7663,-81.6868,7443954,84927,,,12.0,34658.93078027727,,,1.1408856099863056,84000012.0,USA,,
Georgia,US,2023-02-02 04:31:52,33.0406,-83.6431,3035874,42054,,,13.0,28593.322503963533,,,1.3852353556175256,84000013.0,USA,,
Grand Princess,US,2023-02-02 04:31:52,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2023-02-02 04:31:52,13.4443,144.7937,60806,416,,,66.0,37025.12954472109,,,0.6841430122027431,316.0,GUM,,
Hawaii,US,2023-02-02 04:31:52,21.0943,-157.4983,377743,1797,,,15.0,26679.177213759434,,,0.4757202648361452,84000015.0,USA,,
Idaho,US,2023-02-02 04:31:52,44.2405,-114.4788,515706,5373,,,16.0,28857.708029646376,,,1.0418726949075636,84000016.0,USA,,
Illinois,US,2023-02-02 04:31:52,40.3495,-88.9861,4019768,41088,,,17.0,31722.10213512328,,,1.022148541905901,84000017.0,USA,,
Indiana,US,2023-02-02 04:31:52,39.8494,-86.2583,2029459,25902,,,18.0,30145.469123924817,,,1.2763007284207268,84000018.0,USA,,
Iowa,US,2023-02-02 04:31:52,42.0115,-93.2105,895619,10597,,,19.0,28386.660200883023,,,1.1832040186731188,84000019.0,USA,,
Kansas,US,2023-02-02 04:31:52,38.5266,-96.7265,928503,9969,,,20.0,31871.023858053064,,,1.0736637361430172,84000020.0,USA,,
Kentucky,US,2023-02-02 04:31:52,37.6681,-84.6701,1692590,17890,,,21.0,37885.27047525636,,,1.0569600434836552,84000021.0,USA,,
Louisiana,US,2023-02-02 04:31:52,31.1695,-91.8678,1548508,18572,,,22.0,33309.8863920406,,,1.1993480175756277,84000022.0,USA,,
Maine,US,2023-02-02 04:31:52,44.6939,-69.3819,311980,2861,,,23.0,23209.13665403969,,,0.9170459644849028,84000023.0,USA,,
Maryland,US,2023-02-02 04:31:52,39.0639,-76.8021,1346906,16276,,,24.0,22278.81727117545,,,1.2083991013478297,84000024.0,USA,,
Massachusetts,US,2023-02-02 04:31:52,42.2302,-71.5301,2193582,23594,,,25.0,31825.622709195773,,,1.0755923416585291,84000025.0,USA,,
Michigan,US,2023-02-02 04:31:52,43.3266,-84.5361,3030505,41690,,,26.0,30344.932344580484,,,1.375678311040569,84000026.0,USA,,
Minnesota,US,2023-02-02 04:31:52,45.6945,-93.9002,1753092,14554,,,27.0,31085.219744834416,,,0.830190315168856,84000027.0,USA,,
Mississippi,US,2023-02-02 04:31:52,32.7416,-89.6787,977790,13225,,,28.0,32854.201856157066,,,1.3525399114329253,84000028.0,USA,,
Missouri,US,2023-02-02 04:31:52,38.4561,-92.2884,1757242,22604,,,29.0,28631.57009744147,,,1.2863339255492414,84000029.0,USA,,
Montana,US,2023-02-02 04:31:52,46.9219,-110.4544,325752,3640,,,30.0,30478.92078616888,,,1.1174144748151968,84000030.0,USA,,
Nebraska,US,2023-02-02 04:31:52,41.1254,-98.2681,559717,4746,,,31.0,28934.79555502252,,,0.847928506727507,84000031.0,USA,,
Nevada,US,2023-02-02 04:31:52,38.3135,-117.0554,884189,11867,,,32.0,28705.9811256313,,,1.3421338650446906,84000032.0,USA,,
New Hampshire,US,2023-02-02 04:31:52,43.4525,-71.5639,373534,2947,,,33.0,27471.940728581296,,,0.7889403783808384,84000033.0,USA,,
New Jersey,US,2023-02-02 04:31:52,40.2989,-74.521,3004462,35806,,,34.0,33825.68938516289,,,1.1917607877882963,84000034.0,USA,,
New Mexico,US,2023-02-02 04:31:52,34.8405,-106.2485,665048,8958,,,35.0,31716.84481662549,,,1.3469704442386117,84000035.0,USA,,
New York,US,2023-02-02 04:31:52,42.1657,-74.9481,6716939,76477,,,36.0,34528.06917972499,,,1.1385692202951374,84000036.0,USA,,
North Carolina,US,2023-02-02 04:31:52,35.6301,-79.8064,3425789,28102,,,37.0,32663.63045910006,,,0.8203073802852423,84000037.0,USA,,
North Dakota,US,2023-02-02 04:31:52,47.5289,-99.784,283724,2445,,,38.0,37128.21266511124,,,0.8641408072382837,84000038.0,USA,,
