Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2021-06-28 04:31:29,32.3182,-86.9023,549934,11336,,,1.0,11215.85255298342,,,2.061338269683271,84000001.0,USA,,,2021-06-27,,
Alaska,US,2021-06-28 04:31:29,61.3707,-152.4044,71035,374,,,2.0,9710.270728389914,2166683.0,,0.5265010206236362,84000002.0,USA,296179.04571830854,,2021-06-27,,
American Samoa,US,2021-06-28 04:31:29,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-06-27,,
Arizona,US,2021-06-28 04:31:29,33.7298,-111.4312,893147,17913,,,4.0,12270.665283455864,10117665.0,,2.005604900425126,84000004.0,USA,139003.41227719115,,2021-06-27,,
Arkansas,US,2021-06-28 04:31:29,34.9697,-92.3731,347254,5893,,,5.0,11506.84404951415,3113926.0,,1.6970286879344805,84000005.0,USA,103185.16378134563,,2021-06-27,,
California,US,2021-06-28 04:31:29,36.1162,-119.6816,3884048,63034,,,6.0,9834.792135081843,69211020.0,,1.622668359948481,84000006.0,USA,175163.56900496336,,2021-06-27,,
Colorado,US,2021-06-28 04:31:29,39.0598,-105.3111,562105,6868,,,8.0,9668.354305528155,8996508.0,,1.217188271743523,84000008.0,USA,156223.65741371026,,2021-06-27,,
Connecticut,US,2021-06-28 04:31:29,41.5978,-72.7554,349120,8275,,,9.0,9792.1990571867,8748498.0,,2.370245187901008,84000009.0,USA,245379.9091068965,,2021-06-27,,
Delaware,US,2021-06-28 04:31:29,39.3185,-75.5071,109682,1694,,,10.0,11263.714822071875,1906570.0,,1.5444649076420929,84000010.0,USA,1.95793847379858e-05,,2021-06-27,,
Diamond Princess,US,2021-06-28 04:31:29,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-06-27,,
District of Columbia,US,2021-06-28 04:31:29,38.8974,-77.0268,49305,1141,,,11.0,6986.194808635932,1665012.0,,2.31416692019065,84000011.0,USA,235921.2694598221,,2021-06-27,,
Florida,US,2021-06-28 04:31:29,27.7663,-81.6868,2365464,37772,,,12.0,11013.56255549642,31155114.0,,1.5968114501002764,84000012.0,USA,145057.71255137355,,2021-06-27,,
Georgia,US,2021-06-28 04:31:29,33.0406,-83.6431,1133291,21393,,,13.0,10673.880093126176,9078549.0,,1.88768815776354,84000013.0,USA,85506.14400500008,,2021-06-27,,
Grand Princess,US,2021-06-28 04:31:29,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-06-27,,
Guam,US,2021-06-28 04:31:29,13.4443,144.7937,8328,139,,,66.0,5070.967977640977,164327.0,,1.669068203650336,316.0,GUM,100059.6727739924,,2021-06-27,,
Hawaii,US,2021-06-28 04:31:29,21.0943,-157.4983,37647,516,,,15.0,2658.926795642544,1724102.0,,1.3706271416049087,84000015.0,USA,121769.623242779,,2021-06-27,,
Idaho,US,2021-06-28 04:31:29,44.2405,-114.4788,194690,2145,,,16.0,10894.399476236174,796568.0,,1.1017515023884124,84000016.0,USA,44574.092156692685,,2021-06-27,,
Illinois,US,2021-06-28 04:31:29,40.3495,-88.9861,1390470,25637,,,17.0,10972.62974279703,25634328.0,,1.8434558468159536,84000017.0,USA,202293.956014688,,2021-06-27,,
Indiana,US,2021-06-28 04:31:29,39.8494,-86.2583,752699,13822,,,18.0,11180.548345203862,10804310.0,,1.8363250117244745,84000018.0,USA,1.6048660924429226e-05,,2021-06-27,,
Iowa,US,2021-06-28 04:31:29,42.0115,-93.2105,373583,6133,,,19.0,11840.71985724564,1493026.0,,1.6416699903368197,84000019.0,USA,47321.48573565722,,2021-06-27,,
Kansas,US,2021-06-28 04:31:29,38.5266,-96.7265,317935,5147,,,20.0,10927.486704145176,1443701.0,,1.6167638337437804,84000020.0,USA,49555.28308997932,,2021-06-27,,
Kentucky,US,2021-06-28 04:31:29,37.6681,-84.6701,464617,7210,,,21.0,10399.530135710467,5465210.0,,1.551815796666932,84000021.0,USA,122327.8874707258,,2021-06-27,,
Louisiana,US,2021-06-28 04:31:29,31.1695,-91.8678,479521,10723,,,22.0,10314.95480333179,7090654.0,,2.2361898644689178,84000022.0,USA,152526.74134409914,,2021-06-27,,
Maine,US,2021-06-28 04:31:29,44.6939,-69.3819,68977,858,,,23.0,5131.407843405654,2337428.0,,1.2438928918335097,84000023.0,USA,173888.34499320047,,2021-06-27,,
Maryland,US,2021-06-28 04:31:29,39.0639,-76.8021,462144,9737,,,24.0,7644.202141032936,10816338.0,,2.1069190555324746,84000024.0,USA,1.789101970332535e-05,,2021-06-27,,
Massachusetts,US,2021-06-28 04:31:29,42.2302,-71.5301,709769,14500,,,25.0,10297.695916853429,23760514.0,,2.534345681482285,84000025.0,USA,3.447298318187167e-05,,2021-06-27,,
Michigan,US,2021-06-28 04:31:29,43.3266,-84.5361,999119,20959,,,26.0,10004.338702356506,14194257.0,,2.097748116090276,84000026.0,USA,1.421293706318214e-05,,2021-06-27,,
Minnesota,US,2021-06-28 04:31:29,45.6945,-93.9002,605137,7675,,,27.0,10730.079551289871,9398416.0,,1.2683078377293076,84000027.0,USA,166649.45514175392,,2021-06-27,,
Mississippi,US,2021-06-28 04:31:29,32.7416,-89.6787,320837,7395,,,28.0,10780.273433890574,1976977.0,,2.3049087231210863,84000028.0,USA,66427.35293159046,,2021-06-27,,
Missouri,US,2021-06-28 04:31:29,38.4561,-92.2884,623096,9676,,,29.0,10152.396085135337,5710027.0,,1.552890726308627,84000029.0,USA,93036.1545585545,,2021-06-27,,
Montana,US,2021-06-28 04:31:29,46.9219,-110.4544,113529,1662,,,30.0,10622.318198915023,1449422.0,,1.4639431334725048,84000030.0,USA,135614.87979730123,,2021-06-27,,
Nebraska,US,2021-06-28 04:31:29,41.1254,-98.2681,224226,2259,,,31.0,11591.453302509088,3045104.0,,1.0074656819458938,84000031.0,USA,157417.87668371925,,2021-06-27,,
Nevada,US,2021-06-28 04:31:29,38.3135,-117.0554,331614,5667,,,32.0,10766.14301353568,3502178.0,,1.7089145814109177,84000032.0,USA,113701.31902410137,,2021-06-27,,
New Hampshire,US,2021-06-28 04:31:29,43.4525,-71.5639,99403,1371,,,33.0,7310.597619641233,2084523.0,,1.379234027142038,84000033.0,USA,153306.32759461386,,2021-06-27,,
New Jersey,US,2021-06-28 04:31:29,40.2989,-74.521,1022830,26437,,,34.0,11515.51588065556,14562470.0,,2.584691493210016,84000034.0,USA,163951.3453326263,,2021-06-27,,
New Mexico,US,2021-06-28 04:31:29,34.8405,-106.2485,205290,4335,,,35.0,9790.49793760006,3639425.0,,2.111646938477276,84000035.0,USA,173568.0401215359,,2021-06-27,,
New York,US,2021-06-28 04:31:29,42.1657,-74.9481,2114123,53455,,,36.0,10867.53731103524,58638455.0,,2.528471616835917,84000036.0,USA,301427.87225433945,,2021-06-27,,
North Carolina,US,2021-06-28 04:31:29,35.6301,-79.8064,1012343,13412,,,37.0,9652.31590441114,13726309.0,,1.324847408437654,84000037.0,USA,1.3087527712402e-05,,2021-06-27,,
North Dakota,US,2021-06-28 04:31:29,47.5289,-99.784,110447,1559,,,38.0,14521.521870923889,1582438.0,,1.40878161625837,84000038.0,USA,207652.1332909921,,2021-06-27,,
Northern Mariana Islands,US,2021-06-28 04:31:29,15.0979,145.6739,183,2,,,69.0,331.85840707964604,17542.0,,1.092896174863388,580.0,MNP,31811.25779776585,,2021-06-27,,
Ohio,US,2021-06-28 04:31:29,40.3888,-82.7649,1110700,20525,,,39.0,9502.014697453184,16796788.0,,1.84811380210678,84000039.0,USA,1.4369616138111574e-05,,2021-06-27,,
Oklahoma,US,2021-06-28 04:31:29,35.5653,-96.9289,456910,7384,,,40.0,11546.963573905394,4136576.0,,1.616073187279771,84000040.0,USA,104538.95163750253,,2021-06-27,,
Oregon,US,2021-06-28 04:31:29,44.572,-122.0709,208137,2763,,,41.0,4934.802715294955,5373773.0,,1.327491027544358,84000041.0,USA,127408.91620316774,,2021-06-27,,
Pennsylvania,US,2021-06-28 04:31:29,40.5908,-77.2098,1225415,27651,,,42.0,9572.067277983131,14511442.0,,2.25646005638906,84000042.0,USA,113353.02662734671,,2021-06-27,,
Puerto Rico,US,2021-06-28 04:31:29,18.2208,-66.5901,140009,2547,,,72.0,4383.92031296674,2363784.0,,1.819168767722075,630.0,PRI,74014.10404378128,,2021-06-27,,
