Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-09-28 04:32:07,32.3182,-86.9023,1517904,20395,,,1.0,30957.510271384825,,,1.3436291096143105,84000001.0,USA,,
Alaska,US,2022-09-28 04:32:07,61.3707,-152.4044,297562,1364,,,2.0,40675.82992160427,,,0.4583918645525974,84000002.0,USA,,
American Samoa,US,2022-09-28 04:32:07,-14.271,-170.132,8244,34,,,60.0,14816.412357793712,,,0.4124211547792333,16.0,ASM,,
Arizona,US,2022-09-28 04:32:07,33.7298,-111.4312,2268158,31326,,,4.0,31161.508271306604,,,1.3811207155762515,84000004.0,USA,,
Arkansas,US,2022-09-28 04:32:07,34.9697,-92.3731,950441,12106,,,5.0,31494.457559205304,,,1.273724513147055,84000005.0,USA,,
California,US,2022-09-28 04:32:07,36.1162,-119.6816,11257532,95741,,,6.0,28441.221846718166,,,0.8528390758335358,84000006.0,USA,,
Colorado,US,2022-09-28 04:32:07,39.0598,-105.3111,1651763,13288,,,8.0,28682.73523912192,,,0.8044737653041023,84000008.0,USA,,
Connecticut,US,2022-09-28 04:32:07,41.5978,-72.7554,894428,11361,,,9.0,25087.1248233312,,,1.2701972657385503,84000009.0,USA,,
Delaware,US,2022-09-28 04:32:07,39.3185,-75.5071,308037,3104,,,10.0,31633.64018386385,,,1.0076711563870575,84000010.0,USA,,
Diamond Princess,US,2022-09-28 04:32:07,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-09-28 04:32:07,38.8974,-77.0268,168301,1382,,,11.0,23847.146790147774,,,0.8211478244336041,84000011.0,USA,,
Florida,US,2022-09-28 04:32:07,27.7663,-81.6868,7150188,81261,,,12.0,33291.16098218355,,,1.1364876000463204,84000012.0,USA,,
Georgia,US,2022-09-28 04:32:07,33.0406,-83.6431,2900354,40171,,,13.0,27316.929917928297,,,1.385037826417051,84000013.0,USA,,
Grand Princess,US,2022-09-28 04:32:07,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-09-28 04:32:07,13.4443,144.7937,58510,401,,,66.0,35627.081696898844,,,0.685352931122885,316.0,GUM,,
Hawaii,US,2022-09-28 04:32:07,21.0943,-157.4983,343204,1679,,,15.0,24239.76178637617,,,0.4892134124310905,84000015.0,USA,,
Idaho,US,2022-09-28 04:32:07,44.2405,-114.4788,494907,5166,,,16.0,27693.844376113902,,,1.043832477617007,84000016.0,USA,,
Illinois,US,2022-09-28 04:32:07,40.3495,-88.9861,3756708,39637,,,17.0,29646.15740705302,,,1.0550993050298294,84000017.0,USA,,
Indiana,US,2022-09-28 04:32:07,39.8494,-86.2583,1920530,24674,,,18.0,28527.44392302152,,,1.2847495222672909,84000018.0,USA,,
Iowa,US,2022-09-28 04:32:07,42.0115,-93.2105,855407,10051,,,19.0,27112.14014269097,,,1.174996229864848,84000019.0,USA,,
Kansas,US,2022-09-28 04:32:07,38.5266,-96.7265,876172,9079,,,20.0,30077.0531429156,,,1.0361328359043591,84000020.0,USA,,
Kentucky,US,2022-09-28 04:32:07,37.6681,-84.6701,1576835,16969,,,21.0,35294.324360802595,,,1.07614303335479,84000021.0,USA,,
Louisiana,US,2022-09-28 04:32:07,31.1695,-91.8678,1453999,18031,,,22.0,31276.90751622894,,,1.2400971389939055,84000022.0,USA,,
Maine,US,2022-09-28 04:32:07,44.6939,-69.3819,288708,2575,,,23.0,21477.862122938943,,,0.8919046233564709,84000023.0,USA,,
Maryland,US,2022-09-28 04:32:07,39.0639,-76.8021,1247432,15376,,,24.0,20633.44404599648,,,1.23261227866529,84000024.0,USA,,
Massachusetts,US,2022-09-28 04:32:07,42.2302,-71.5301,2040602,21646,,,25.0,29606.10971079737,,,1.060765401582474,84000025.0,USA,,
Michigan,US,2022-09-28 04:32:07,43.3266,-84.5361,2836167,38624,,,26.0,28398.994798864147,,,1.3618380017819824,84000026.0,USA,,
Minnesota,US,2022-09-28 04:32:07,45.6945,-93.9002,1658677,13613,,,27.0,29411.085687860483,,,0.8207143404050337,84000027.0,USA,,
Mississippi,US,2022-09-28 04:32:07,32.7416,-89.6787,927465,12912,,,28.0,31163.258291167545,,,1.3921819152205204,84000028.0,USA,,
Missouri,US,2022-09-28 04:32:07,38.4561,-92.2884,1653226,21636,,,29.0,26936.34858119721,,,1.3087353670066335,84000029.0,USA,,
Montana,US,2022-09-28 04:32:07,46.9219,-110.4544,309452,3518,,,30.0,28953.81454333828,,,1.136848364205111,84000030.0,USA,,
Nebraska,US,2022-09-28 04:32:07,41.1254,-98.2681,536845,4514,,,31.0,27752.4183109251,,,0.8408386033212566,84000031.0,USA,,
Nevada,US,2022-09-28 04:32:07,38.3135,-117.0554,846812,11475,,,32.0,27492.5036264397,,,1.3550823559420508,84000032.0,USA,,
New Hampshire,US,2022-09-28 04:32:07,43.4525,-71.5639,349630,2700,,,33.0,25713.920090372147,,,0.7722339010682568,84000033.0,USA,,
New Jersey,US,2022-09-28 04:32:07,40.2989,-74.521,2733220,34725,,,34.0,30771.91548480724,,,1.270479507686904,84000034.0,USA,,
New Mexico,US,2022-09-28 04:32:07,34.8405,-106.2485,617839,8563,,,35.0,29465.397512148105,,,1.385959772691591,84000035.0,USA,,
