Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-12-20 04:31:55,32.3182,-86.9023,1561557,20704,,,1.0,31847.809128148336,,,1.3258561807221894,84000001.0,USA,,
Alaska,US,2022-12-20 04:31:55,61.3707,-152.4044,300719,1436,,,2.0,41107.382320978206,,,0.4775222051150742,84000002.0,USA,,
American Samoa,US,2022-12-20 04:31:55,-14.271,-170.132,8265,34,,,60.0,14854.154310670188,,,0.411373260738052,16.0,ASM,,
Arizona,US,2022-12-20 04:31:55,33.7298,-111.4312,2365080,31929,,,4.0,32493.08909798252,,,1.3500177583844943,84000004.0,USA,,
Arkansas,US,2022-12-20 04:31:55,34.9697,-92.3731,978501,12663,,,5.0,32424.27274932368,,,1.2941223361038976,84000005.0,USA,,
California,US,2022-12-20 04:31:55,36.1162,-119.6816,11720828,98017,,,6.0,29605.64127206915,,,0.838701343931067,84000006.0,USA,,
Colorado,US,2022-12-20 04:31:55,39.0598,-105.3111,1726188,13785,,,8.0,29975.119540121304,,,0.7985804558947229,84000008.0,USA,,
Connecticut,US,2022-12-20 04:31:55,41.5978,-72.7554,939281,11665,,,9.0,26345.172211942543,,,1.241907373831686,84000009.0,USA,,
Delaware,US,2022-12-20 04:31:55,39.3185,-75.5071,319477,3185,,,10.0,32808.462830829645,,,0.9969418768800258,84000010.0,USA,,
Diamond Princess,US,2022-12-20 04:31:55,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-12-20 04:31:55,38.8974,-77.0268,172626,1407,,,11.0,24459.970896168463,,,0.8150568280560286,84000011.0,USA,,
Florida,US,2022-12-20 04:31:55,27.7663,-81.6868,7312963,83606,,,12.0,34049.038779085524,,,1.1432575277626866,84000012.0,USA,,
Georgia,US,2022-12-20 04:31:55,33.0406,-83.6431,2963232,41244,,,13.0,27909.145185229976,,,1.3918586192373732,84000013.0,USA,,
Grand Princess,US,2022-12-20 04:31:55,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-12-20 04:31:55,13.4443,144.7937,59709,411,,,66.0,36357.159819520304,,,0.6883384414409888,316.0,GUM,,
Hawaii,US,2022-12-20 04:31:55,21.0943,-157.4983,369914,1748,,,15.0,26126.23174976269,,,0.4725422665808809,84000015.0,USA,,
Idaho,US,2022-12-20 04:31:55,44.2405,-114.4788,509199,5287,,,16.0,28493.591447429164,,,1.0382974043546829,84000016.0,USA,,
Illinois,US,2022-12-20 04:31:55,40.3495,-88.9861,3939214,40525,,,17.0,31086.40818079737,,,1.0287585289857315,84000017.0,USA,,
Indiana,US,2022-12-20 04:31:55,39.8494,-86.2583,1987017,25303,,,18.0,29515.03805803109,,,1.2734163824466525,84000018.0,USA,,
Iowa,US,2022-12-20 04:31:55,42.0115,-93.2105,880770,10343,,,19.0,27916.020880677766,,,1.1743133848791398,84000019.0,USA,,
Kansas,US,2022-12-20 04:31:55,38.5266,-96.7265,910169,9702,,,20.0,31253.10213729108,,,1.0655671987180684,84000020.0,USA,,
Kentucky,US,2022-12-20 04:31:55,37.6681,-84.6701,1653425,17625,,,21.0,37008.63962067054,,,1.0659691246957077,84000021.0,USA,,
Louisiana,US,2022-12-20 04:31:55,31.1695,-91.8678,1482269,18324,,,22.0,31885.02222296793,,,1.2362128601488664,84000022.0,USA,,
Maine,US,2022-12-20 04:31:55,44.6939,-69.3819,304491,2777,,,23.0,22652.007272662348,,,0.9120138197844928,84000023.0,USA,,
Maryland,US,2022-12-20 04:31:55,39.0639,-76.8021,1305200,15851,,,24.0,21588.9693136256,,,1.2144498927367453,84000024.0,USA,,
Massachusetts,US,2022-12-20 04:31:55,42.2302,-71.5301,2134100,22683,,,25.0,30962.62707466359,,,1.0628836511878543,84000025.0,USA,,
Michigan,US,2022-12-20 04:31:55,43.3266,-84.5361,2963404,40508,,,26.0,29673.03927551981,,,1.3669415307531474,84000026.0,USA,,
Minnesota,US,2022-12-20 04:31:55,45.6945,-93.9002,1725293,14220,,,27.0,30592.297511610686,,,0.8242078302062317,84000027.0,USA,,
