Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2021-03-06 04:30:38,32.3182,-86.9023,498887,10122,295690.0,193075.0,1.0,10174.753756996728,,,2.0289163678348,84000001.0,USA,,,2021-03-05,,
Alaska,US,2021-03-06 04:30:38,61.3707,-152.4044,59334,305,,,2.0,8110.779241195005,1731628.0,,0.5140391680992349,84000002.0,USA,236708.3364659727,,2021-03-05,,
American Samoa,US,2021-03-06 04:30:38,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-03-05,,
Arizona,US,2021-03-06 04:30:38,33.7298,-111.4312,823384,16269,,,4.0,11312.213402444417,7827570.0,,1.975870310814881,84000004.0,USA,52460.48170302541,,2021-03-05,,
Arkansas,US,2021-03-06 04:30:38,34.9697,-92.3731,324326,5283,314732.0,4311.0,5.0,10747.08629188642,2728103.0,,1.628916583930983,84000005.0,USA,90400.27119057432,,2021-03-05,,
California,US,2021-03-06 08:31:06,36.1162,-119.6816,3649272,53687,,,6.0,9240.178665725793,49294503.0,,1.4650506710490276,84000006.0,USA,124757.60475435664,,2021-03-05,,
Colorado,US,2021-03-06 04:30:38,39.0598,-105.3111,449488,6094,,,8.0,7547.732696897375,6343360.0,,1.3771873720246448,84000008.0,USA,110151.95001125248,,2021-03-05,,
Connecticut,US,2021-03-06 04:30:38,41.5978,-72.7554,285330,7704,,,9.0,8003.002282845673,6520366.0,,2.700031542424561,84000009.0,USA,182884.7439210364,,2021-03-05,,
Delaware,US,2021-03-06 04:30:38,39.3185,-75.5071,87874,1453,,,10.0,9024.15780414967,1462081.0,,1.653503880556251,84000010.0,USA,1.5014736630230737e-05,,2021-03-05,,
Diamond Princess,US,2021-03-06 04:30:38,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-03-05,,
District of Columbia,US,2021-03-06 04:30:38,38.8974,-77.0268,41122,1027,29417.0,10678.0,11.0,5826.717430701283,1247637.0,,2.497446622246,84000011.0,USA,176781.9720608885,,2021-03-05,,
Florida,US,2021-03-06 04:30:38,27.7663,-81.6868,1936207,31522,,,12.0,9014.94882817496,23635174.0,,1.6280284081195864,84000012.0,USA,110044.9921702645,,2021-03-05,,
Georgia,US,2021-03-06 04:30:38,33.0406,-83.6431,1019509,17815,,,13.0,9602.226453631922,7315477.0,,1.7474097825521893,84000013.0,USA,68900.68333907389,,2021-03-05,,
Grand Princess,US,2021-03-06 04:30:38,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-03-05,,
Guam,US,2021-03-06 04:30:38,13.4443,144.7937,7748,133,7590.0,25.0,66.0,4717.802580543023,120635.0,,1.7165720185854414,316.0,GUM,73455.35806708924,,2021-03-05,,
Hawaii,US,2021-03-06 04:30:38,21.0943,-157.4983,28650,443,,,15.0,2023.487998915156,1136395.0,,1.5462478184991273,84000015.0,USA,80261.13942503277,,2021-03-05,,
