Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2021-04-09 04:30:59,32.3182,-86.9023,517916,10675,,,1.0,10562.848434232035,,,2.061145050548737,84000001.0,USA,,,2021-04-08,,
Alaska,US,2021-04-09 04:30:59,61.3707,-152.4044,64531,313,,,2.0,8821.193501425067,1949528.0,,0.4850381986952007,84000002.0,USA,266494.610721145,,2021-04-08,,
American Samoa,US,2021-04-09 04:30:59,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-04-08,,
Arizona,US,2021-04-09 04:30:59,33.7298,-111.4312,846900,17055,,,4.0,11635.292318687483,8684123.0,,2.013815090329437,84000004.0,USA,119308.43031814536,,2021-04-08,,
Arkansas,US,2021-04-09 04:30:59,34.9697,-92.3731,331704,5662,,,5.0,10991.568703600366,2885764.0,,1.7069435400236357,84000005.0,USA,95624.633011289,,2021-04-08,,
California,US,2021-04-09 07:31:00,36.1162,-119.6816,3749183,59210,,,6.0,9493.249721738004,55483634.0,,1.5721432772219843,84000006.0,USA,140421.4437643764,,2021-04-08,,
Colorado,US,2021-04-09 04:30:59,39.0598,-105.3111,491062,6269,,,8.0,8231.893248796263,7161444.0,,1.295846666933866,84000008.0,USA,124357.9146534934,,2021-04-08,,
Connecticut,US,2021-04-09 04:30:59,41.5978,-72.7554,319779,7940,,,9.0,8969.235856748699,7388341.0,,2.482964797563317,84000009.0,USA,207229.9088404384,,2021-04-08,,
Delaware,US,2021-04-09 04:30:59,39.3185,-75.5071,97404,1568,,,10.0,10002.834362330092,1644689.0,,1.6097901523551394,84000010.0,USA,1.6890016472163686e-05,,2021-04-08,,
Diamond Princess,US,2021-04-09 04:30:59,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-04-08,,
District of Columbia,US,2021-04-09 04:30:59,38.8974,-77.0268,45498,1077,,,11.0,6446.767901902801,1405378.0,,2.367137017011737,84000011.0,USA,199132.8361783013,,2021-04-08,,
Florida,US,2021-04-09 04:30:59,27.7663,-81.6868,2104686,33906,,,12.0,9799.384357858558,26267544.0,,1.6109766492483917,84000012.0,USA,122301.2647933998,,2021-04-08,,
Georgia,US,2021-04-09 04:30:59,33.0406,-83.6431,1069689,19374,,,13.0,10074.845845361911,7917589.0,,1.8111806328755369,84000013.0,USA,74571.66395273128,,2021-04-08,,
Grand Princess,US,2021-04-09 04:30:59,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-04-08,,
Guam,US,2021-04-09 04:30:59,13.4443,144.7937,7830,136,,,66.0,4767.732860822388,133971.0,,1.7369093231162196,316.0,GUM,81575.72657691395,,2021-04-08,,
Hawaii,US,2021-04-09 04:30:59,21.0943,-157.4983,31687,470,,,15.0,2237.984789585499,1310017.0,,1.4832581184712974,84000015.0,USA,92523.68858201872,,2021-04-08,,
