Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2023-01-20 04:31:45,32.3182,-86.9023,1602891,20846,,,1.0,32690.81219656203,,,1.30052511368521,84000001.0,USA,,
Alaska,US,2023-01-20 04:31:45,61.3707,-152.4044,302921,1455,,,2.0,41408.38909431409,,,0.4803232525972118,84000002.0,USA,,
American Samoa,US,2023-01-20 04:31:45,-14.271,-170.132,8309,34,,,60.0,14933.232688125663,,,0.4091948489589602,16.0,ASM,,
Arizona,US,2023-01-20 04:31:45,33.7298,-111.4312,2394646,32631,,,4.0,32899.28705841977,,,1.3626648782325237,84000004.0,USA,,
Arkansas,US,2023-01-20 04:31:45,34.9697,-92.3731,993143,12774,,,5.0,32909.459991437485,,,1.2862196078510346,84000005.0,USA,,
California,US,2023-01-20 04:31:45,36.1162,-119.6816,11958712,99594,,,6.0,30250.59612565965,,,0.8339968524221717,84000006.0,USA,,
Colorado,US,2023-01-20 04:31:45,39.0598,-105.3111,1743671,13985,,,8.0,30278.71046701915,,,0.8020435047666675,84000008.0,USA,,
Connecticut,US,2023-01-20 04:31:45,41.5978,-72.7554,961676,11899,,,9.0,26973.312386913032,,,1.2373190138882535,84000009.0,USA,,
Delaware,US,2023-01-20 04:31:45,39.3185,-75.5071,325083,3243,,,10.0,33384.167005557814,,,0.9975913843541496,84000010.0,USA,,
Diamond Princess,US,2023-01-20 04:31:45,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2023-01-20 04:31:45,38.8974,-77.0268,175569,1421,,,11.0,24876.974675132376,,,0.8093683964709032,84000011.0,USA,,
Florida,US,2023-01-20 04:31:45,27.7663,-81.6868,7421680,84605,,,12.0,34555.22339248311,,,1.1399710038697437,84000012.0,USA,,
Georgia,US,2023-01-20 04:31:45,33.0406,-83.6431,3020166,41772,,,13.0,28445.376999673084,,,1.3831027830920553,84000013.0,USA,,
Grand Princess,US,2023-01-20 04:31:45,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2023-01-20 04:31:45,13.4443,144.7937,60556,415,,,66.0,36872.90308045473,,,0.6853160710747077,316.0,GUM,,
Hawaii,US,2023-01-20 04:31:45,21.0943,-157.4983,375925,1775,,,15.0,26550.775776341365,,,0.4721686506617011,84000015.0,USA,,
Idaho,US,2023-01-20 04:31:45,44.2405,-114.4788,514326,5344,,,16.0,28780.486440056746,,,1.039029720449676,84000016.0,USA,,
Illinois,US,2023-01-20 04:31:45,40.3495,-88.9861,4008844,40980,,,17.0,31635.89510931381,,,1.0222398277408649,84000017.0,USA,,
Indiana,US,2023-01-20 04:31:45,39.8494,-86.2583,2020938,25796,,,18.0,30018.898672191142,,,1.2764369812433631,84000018.0,USA,,
Iowa,US,2023-01-20 04:31:45,42.0115,-93.2105,892558,10538,,,19.0,28289.641751213127,,,1.1806515655005052,84000019.0,USA,,
Kansas,US,2023-01-20 04:31:45,38.5266,-96.7265,924193,9903,,,20.0,31723.08237285785,,,1.0715294316230484,84000020.0,USA,,
Kentucky,US,2023-01-20 04:31:45,37.6681,-84.6701,1680601,17793,,,21.0,37616.920486347146,,,1.058728395377606,84000021.0,USA,,
Louisiana,US,2023-01-20 04:31:45,31.1695,-91.8678,1533257,18479,,,22.0,32981.8228125402,,,1.2052121725190232,84000022.0,USA,,
Maine,US,2023-01-20 04:31:45,44.6939,-69.3819,309975,2853,,,23.0,23059.97863432256,,,0.920396806194048,84000023.0,USA,,
Maryland,US,2023-01-20 04:31:45,39.0639,-76.8021,1337277,16164,,,24.0,22119.546519167405,,,1.2087248939449344,84000024.0,USA,,
Massachusetts,US,2023-01-20 04:31:45,42.2302,-71.5301,2186426,23405,,,25.0,31721.79975837515,,,1.0704684265554838,84000025.0,USA,,
Michigan,US,2023-01-20 04:31:45,43.3266,-84.5361,3017948,41185,,,26.0,30219.19709073636,,,1.3646689737530269,84000026.0,USA,,
Minnesota,US,2023-01-20 04:31:45,45.6945,-93.9002,1747751,14476,,,27.0,30990.5149839564,,,0.8282644381264836,84000027.0,USA,,
Mississippi,US,2023-01-20 04:31:45,32.7416,-89.6787,970585,13151,,,28.0,32612.11048237168,,,1.3549560316716207,84000028.0,USA,,
