Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2020-09-26 04:30:24,32.3182,-86.9023,150239,2491,64583.0,83165.0,1.0,3064.1103690764267,,,,84000001.0,USA,,,2020-09-25,1814962.0,1.6580248803572974
Alaska,US,2020-09-26 04:30:24,61.3707,-152.4044,7300,52,3042.0,4206.0,2.0,997.8880314949866,,,,84000002.0,USA,60328.75626243089,,2020-09-25,441332.0,0.7123287671232876
American Samoa,US,2020-09-26 04:30:24,-14.271,-170.132,0,0,,,60.0,0.0,,,,16.0,ASM,2823.457522330656,,2020-09-25,1571.0,
Arizona,US,2020-09-26 04:30:24,33.7298,-111.4312,216367,5587,34564.0,176216.0,4.0,2972.598055399049,,,,84000004.0,USA,19558.43316892249,,2020-09-25,2123314.0,2.58218674751695
Arkansas,US,2020-09-26 04:30:24,34.9697,-92.3731,79946,1266,71426.0,7254.0,5.0,2649.1448748825305,,,,84000005.0,USA,30694.306190859315,,2020-09-25,926294.0,1.5835689090135845
California,US,2020-09-26 04:30:24,36.1162,-119.6816,805711,15396,,,6.0,2039.133561277988,,,,84000006.0,USA,35564.30373456841,,2020-09-25,14052247.0,1.9064002174487749
Colorado,US,2020-09-26 04:30:24,39.0598,-105.3111,73461,2073,6384.0,59508.0,8.0,1179.5296745674746,,,,84000008.0,USA,21894.752598486888,,2020-09-25,1260861.0,2.994435120572388
Connecticut,US,2020-09-26 04:30:24,41.5978,-72.7554,56587,4501,9310.0,42776.0,9.0,1587.1653530276806,,,,84000009.0,USA,42609.5010023036,,2020-09-25,1519151.0,7.954123738667892
Delaware,US,2020-09-26 04:30:24,39.3185,-75.5071,20085,643,10517.0,8925.0,10.0,2062.614760866082,428174.0,,,84000010.0,USA,4.397102377988917e-06,,2020-09-25,279374.0,3.201394075180483
Diamond Princess,US,2020-09-26 04:30:24,,,49,0,,,88888.0,,,,,84088888.0,USA,,,2020-09-25,,0.0
District of Columbia,US,2020-09-26 04:30:24,38.8974,-77.0268,15163,623,11990.0,2550.0,11.0,2148.4975536628463,,,,84000011.0,USA,52934.68357730581,,2020-09-25,373586.0,4.108685616302842
Florida,US,2020-09-26 04:30:24,27.7663,-81.6868,695887,13915,,,12.0,3240.0387433741275,,,,84000012.0,USA,44454.61363084947,,2020-09-25,9547845.0,1.9996062579125635
Georgia,US,2020-09-26 04:30:24,33.0406,-83.6431,312514,6874,,,13.0,2943.407265586009,,,,84000013.0,USA,26819.06899630918,,2020-09-25,2847494.0,2.199581458750648
Grand Princess,US,2020-09-26 04:30:24,,,103,3,,,99999.0,,,,,84099999.0,USA,,,2020-09-25,,2.912621359223301
Guam,US,2020-09-26 04:30:24,13.4443,144.7937,2286,39,1668.0,579.0,66.0,1391.9587892515938,,,,316.0,GUM,29383.36103854983,,2020-09-25,48256.0,1.7060367454068242
Hawaii,US,2020-09-26 04:30:24,21.0943,-157.4983,11891,127,5265.0,6499.0,15.0,839.8358043664964,,,,84000015.0,USA,20261.36543416354,,2020-09-25,286875.0,1.0680346480531495
Idaho,US,2020-09-26 04:30:24,44.2405,-114.4788,39757,458,21105.0,18194.0,16.0,2224.7092299384744,,,,84000016.0,USA,16586.52595177008,,2020-09-25,296412.0,1.15199839022059
Illinois,US,2020-09-26 04:30:24,40.3495,-88.9861,286332,8807,,,17.0,2259.596312163816,,,,84000017.0,USA,42345.6107847483,,2020-09-25,5365960.0,3.075800120140257
Indiana,US,2020-09-26 04:30:24,39.8494,-86.2583,115407,3557,91866.0,19984.0,18.0,1714.249046265429,2036233.0,,,84000018.0,USA,3.024608973653412e-06,,2020-09-25,1341462.0,3.0821353990659146
Iowa,US,2020-09-26 04:30:24,42.0115,-93.2105,85031,1312,62648.0,21071.0,19.0,2695.0590636657826,,,,84000019.0,USA,23612.18610046687,,2020-09-25,744981.0,1.5429666827392363
Kansas,US,2020-09-26 04:30:24,38.5266,-96.7265,58061,636,2039.0,55386.0,20.0,1992.953728983556,,,,84000020.0,USA,17257.666011971247,,2020-09-25,502770.0,1.0953996658686551
Kentucky,US,2020-09-26 04:30:24,37.6681,-84.6701,65066,1149,11677.0,52240.0,21.0,1456.37337378989,,,,84000021.0,USA,27858.529485036168,,2020-09-25,1244628.0,1.7658992407709095
Louisiana,US,2020-09-26 04:30:24,31.1695,-91.8678,163928,5444,149640.0,8844.0,22.0,3526.247882784224,,,,84000022.0,USA,48530.11340145423,,2020-09-25,2256065.0,3.3209701820311355
Maine,US,2020-09-26 04:30:24,44.6939,-69.3819,5234,140,4507.0,587.0,23.0,389.3731048376298,,,,84000023.0,USA,30232.87993262968,,2020-09-25,406394.0,2.6748184944593048
Maryland,US,2020-09-26 04:30:24,39.0639,-76.8021,122359,3917,7431.0,111011.0,24.0,2023.9079805745591,2494019.0,,,84000024.0,USA,4.125291116962856e-06,,2020-09-25,1572484.0,3.201235708039458
Massachusetts,US,2020-09-26 04:30:24,42.2302,-71.5301,129481,8425,111479.0,8629.0,25.0,1878.5773470102224,3831275.0,,,84000025.0,USA,5.558612016563504e-06,,2020-09-25,3706728.0,7.238899915817765
Michigan,US,2020-09-26 04:30:24,43.3266,-84.5361,133377,7027,90216.0,36134.0,26.0,1335.525280876656,3537643.0,,,84000026.0,USA,3.542298643106635e-06,,2020-09-25,3502312.0,5.268524558207187
Minnesota,US,2020-09-26 04:30:24,45.6945,-93.9002,94189,2046,84256.0,7887.0,27.0,1670.1267033026268,,,,84000027.0,USA,34116.05579938549,,2020-09-25,1924020.0,2.172228179511408
Mississippi,US,2020-09-26 04:30:24,32.7416,-89.6787,96032,2894,85327.0,7811.0,28.0,3226.7201675722554,,,,84000028.0,USA,24406.90973469405,,2020-09-25,726386.0,3.013578807064312
Missouri,US,2020-09-26 04:30:24,38.4561,-92.2884,124836,2020,,,29.0,2034.0116413585629,,,,84000029.0,USA,20744.275940996784,,2020-09-25,1273165.0,1.6181229773462784
Montana,US,2020-09-26 04:30:24,46.9219,-110.4544,11564,170,8681.0,2713.0,30.0,1081.9833492081611,326116.0,,,84000030.0,USA,30512.978373432088,,2020-09-25,326116.0,1.4700795572466274
Nebraska,US,2020-09-26 04:30:24,41.1254,-98.2681,43162,468,31774.0,10920.0,31.0,2231.2769591523606,,,,84000031.0,USA,22606.60625886576,,2020-09-25,437304.0,1.0842871043973863
Nevada,US,2020-09-26 04:30:24,38.3135,-117.0554,77753,1573,2075.0,74105.0,32.0,2524.3201967692544,,,,84000032.0,USA,22120.178328630107,,2020-09-25,681336.0,2.023073064704899
New Hampshire,US,2020-09-26 04:30:24,43.4525,-71.5639,8085,438,7325.0,322.0,33.0,594.6116490930793,,,,84000033.0,USA,31118.450906111662,,2020-09-25,423121.0,5.417439703153989
New Jersey,US,2020-09-26 04:30:24,40.2989,-74.521,207038,16097,34650.0,156291.0,34.0,2330.934150248981,,,,84000034.0,USA,39165.01448404053,,2020-09-25,3478711.0,7.774901225861919
New Mexico,US,2020-09-26 04:30:24,34.8405,-106.2485,28487,865,15825.0,11797.0,35.0,1358.5752581636366,,,,84000035.0,USA,42224.3778581849,,2020-09-25,885373.0,3.036472777056201
New York,US,2020-09-26 04:30:24,42.1657,-74.9481,456400,33117,76456.0,346827.0,36.0,2346.1000276504647,10323463.0,,,84000036.0,USA,53067.21478910725,,2020-09-25,10323463.0,7.256134969325154
North Carolina,US,2020-09-26 04:30:24,35.6301,-79.8064,204330,3409,176422.0,24499.0,37.0,1948.2109411023025,,,,84000037.0,USA,,,2020-09-25,2903054.0,1.668379582048647
North Dakota,US,2020-09-26 04:30:24,47.5289,-99.784,20318,219,16104.0,3562.0,38.0,2609.3677417323,,,,84000038.0,USA,77101.86310300214,,2020-09-25,587564.0,1.1013326628111642
Northern Mariana Islands,US,2020-09-26 04:30:24,15.0979,145.6739,69,2,29.0,38.0,69.0,125.12694037429276,,,,580.0,MNP,26920.426519657623,,2020-09-25,14845.0,2.898550724637681
Ohio,US,2020-09-26 04:30:24,40.3888,-82.7649,148894,4384,128369.0,16141.0,39.0,1273.7849791686272,3112745.0,,,84000039.0,USA,2.662946676818574e-06,,2020-09-25,2995593.0,2.9443765363278573
Oklahoma,US,2020-09-26 04:30:24,35.5653,-96.9289,82520,993,68911.0,12616.0,40.0,2085.433529838859,,,,84000040.0,USA,28826.695975280083,,2020-09-25,1140664.0,1.203344643722734
Oregon,US,2020-09-26 04:30:24,44.572,-122.0709,32314,542,5490.0,26282.0,41.0,766.1454471912308,,,,84000041.0,USA,15717.10137450486,,2020-09-25,662906.0,1.677291576406511
Pennsylvania,US,2020-09-26 04:30:24,40.5908,-77.2098,159144,8070,126446.0,24628.0,42.0,1243.1193309102202,,,,84000042.0,USA,15392.920584449806,,2020-09-25,2921327.0,5.0708792037400094
Puerto Rico,US,2020-09-26 04:30:24,18.2208,-66.5901,44905,635,,,72.0,1406.0520513236395,,,,630.0,PRI,21472.50174875865,,2020-09-25,685766.0,1.4140964257877742
Rhode Island,US,2020-09-26 04:30:24,41.6809,-71.5118,24181,1120,2278.0,20783.0,44.0,2282.6024367519667,,,,84000044.0,USA,68670.54762257625,,2020-09-25,727469.0,4.631735660229105
