Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2021-12-26 04:33:13,32.3182,-86.9023,868085,16418,,,1.0,17704.51247505448,,,1.8912894474619424,84000001.0,USA,,,2021-12-25,,
Alaska,US,2021-12-26 04:33:13,61.3707,-152.4044,155294,976,,,2.0,21228.22246068253,3655507.0,,0.6284853246100944,84000002.0,USA,499696.8060748143,,2021-12-25,,
American Samoa,US,2021-12-26 04:33:13,-14.271,-170.132,10,0,,,60.0,17.97235851260761,2140.0,,0.0,16.0,ASM,3846.084721698028,,2021-12-25,,
Arizona,US,2021-12-26 04:33:13,33.7298,-111.4312,1354708,23983,,,4.0,18611.90646648304,15447386.0,,1.7703446056271903,84000004.0,USA,211178.5222587993,,2021-12-25,,
Arkansas,US,2021-12-26 04:33:13,34.9697,-92.3731,549991,9058,,,5.0,18224.874776493107,4372735.0,,1.6469360407715763,84000005.0,USA,144897.91252182052,,2021-12-25,,
California,US,2021-12-26 04:33:13,36.1162,-119.6816,5286202,76058,,,6.0,13382.985310646784,118468767.0,,1.4396222329594934,84000006.0,USA,299828.1493805094,,2021-12-25,,
Colorado,US,2021-12-26 04:33:13,39.0598,-105.3111,922625,10594,,,8.0,15389.661898027623,13918999.0,,1.1366995768688293,84000008.0,USA,241702.3284276272,,2021-12-25,,
Connecticut,US,2021-12-26 04:33:13,41.5978,-72.7554,474557,9077,,,9.0,13310.485242843002,11737017.0,,1.9127312419793616,84000009.0,USA,329202.58593487705,,2021-12-25,,
Delaware,US,2021-12-26 04:33:13,39.3185,-75.5071,171563,2271,,,10.0,17618.540015855997,2731090.0,,1.3237119891818163,84000010.0,USA,2.804673411627458e-05,,2021-12-25,,
Diamond Princess,US,2021-12-26 04:33:13,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-12-25,,
District of Columbia,US,2021-12-26 04:33:13,38.8974,-77.0268,79565,1207,,,11.0,11273.83814925703,2582286.0,,1.5169986803242632,84000011.0,USA,365892.97328086896,,2021-12-25,,
Florida,US,2021-12-26 04:33:13,27.7663,-81.6868,3907748,62347,,,12.0,18194.412195288543,45724885.0,,1.595471355880676,84000012.0,USA,212894.33332757547,,2021-12-25,,
Georgia,US,2021-12-26 04:33:13,33.0406,-83.6431,1733600,31209,,,13.0,16327.879184996207,13779655.0,,1.8002422704199357,84000013.0,USA,129783.42296431064,,2021-12-25,,
Grand Princess,US,2021-12-26 04:33:13,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-12-25,,
Guam,US,2021-12-26 04:33:13,13.4443,144.7937,19432,270,,,66.0,11832.258614495611,272961.0,,1.38946068340881,316.0,GUM,166207.55165043933,,2021-12-25,,
Hawaii,US,2021-12-26 04:33:13,21.0943,-157.4983,100184,1082,,,15.0,7075.780861546807,2943792.0,,1.0800127764912562,84000015.0,USA,207913.7097138725,,2021-12-25,,
Idaho,US,2021-12-26 04:33:13,44.2405,-114.4788,315726,4099,,,16.0,17667.29245998327,1079841.0,,1.2982776204683808,84000016.0,USA,60425.39023482638,,2021-12-25,,
Illinois,US,2021-12-26 04:33:13,40.3495,-88.9861,2021320,30566,,,17.0,15951.156507024523,43209451.0,,1.477661428128998,84000017.0,USA,340988.48934182385,,2021-12-25,,
Indiana,US,2021-12-26 04:33:13,39.8494,-86.2583,1200926,18696,,,18.0,17838.486834727155,16337499.0,,1.5567986703593726,84000018.0,USA,2.4267628548625647e-05,,2021-12-25,,
Iowa,US,2021-12-26 04:33:13,42.0115,-93.2105,563955,7799,,,19.0,17874.5637973167,1816219.0,,1.3829117571437437,84000019.0,USA,57565.09364293028,,2021-12-25,,
Kansas,US,2021-12-26 04:33:13,38.5266,-96.7265,506091,6954,,,20.0,17381.54555259062,1988540.0,,1.373279697617792,84000020.0,USA,68256.97470303577,,2021-12-25,,
Kentucky,US,2021-12-26 04:33:13,37.6681,-84.6701,836441,11918,,,21.0,18722.07298967494,8121216.0,,1.4248464625717774,84000021.0,USA,181777.3144990692,,2021-12-25,,
Louisiana,US,2021-12-26 04:33:13,31.1695,-91.8678,790373,14953,,,22.0,17001.678284733633,10684875.0,,1.89189154993908,84000022.0,USA,229841.8686652925,,2021-12-25,,
Maine,US,2021-12-26 04:33:13,44.6939,-69.3819,141780,1475,,,23.0,10547.44340922414,3378260.0,,1.0403441952320496,84000023.0,USA,251318.9883738577,,2021-12-25,,
Maryland,US,2021-12-26 04:33:13,39.0639,-76.8021,661093,11255,,,24.0,10934.965132127403,15901012.0,,1.7024836142569957,84000024.0,USA,2.6301444998742903e-05,,2021-12-25,,
Massachusetts,US,2021-12-26 04:33:13,42.2302,-71.5301,1055519,16489,,,25.0,15314.015822698952,35763113.0,,1.8995394682615847,84000025.0,USA,5.188697487690611e-05,,2021-12-25,,
Michigan,US,2021-12-26 04:33:13,43.3266,-84.5361,1645578,28345,,,26.0,16477.43629452189,19793138.0,,1.7224950746789274,84000026.0,USA,1.9819186356628515e-05,,2021-12-25,,
Minnesota,US,2021-12-26 04:33:13,45.6945,-93.9002,996224,10440,,,27.0,17664.698689559886,13736793.0,,1.047957085956572,84000027.0,USA,243576.05248002,,2021-12-25,,
Mississippi,US,2021-12-26 04:33:13,32.7416,-89.6787,525502,10393,,,28.0,17657.113269530524,2757692.0,,1.977727962976354,84000028.0,USA,92659.74250617156,,2021-12-25,,
Missouri,US,2021-12-26 04:33:13,38.4561,-92.2884,980823,16016,,,29.0,15981.010286393584,8290024.0,,1.6329143994380229,84000029.0,USA,135073.25870055013,,2021-12-25,,
Montana,US,2021-12-26 04:33:13,46.9219,-110.4544,195669,2895,,,30.0,18307.73088517915,2291626.0,,1.4795394262760069,84000030.0,USA,214415.5287627552,,2021-12-25,,
Nebraska,US,2021-12-26 04:33:13,41.1254,-98.2681,331081,3317,,,31.0,17115.365527851416,4400923.0,,1.0018696331109305,84000031.0,USA,227507.4854942701,,2021-12-25,,
Nevada,US,2021-12-26 04:33:13,38.3135,-117.0554,474023,8363,,,32.0,15389.577670741352,5002111.0,,1.7642603839898063,84000032.0,USA,162397.97594667284,,2021-12-25,,
New Hampshire,US,2021-12-26 04:33:13,43.4525,-71.5639,189987,1877,,,33.0,13972.601530766464,3108909.0,,0.987962334264976,84000033.0,USA,228644.83702786843,,2021-12-25,,
